"","id","action_id","action","held","target","yield","points","token","condition"
"24",2,24,"combine","diamond_checkered_0","triangle_checkered_0","diamond_checkered_1",0,"5TPFUNNT","low"
"25",2,25,"consume","diamond_checkered_1","","",10,"5TPFUNNT","low"
"26",2,26,"consume","diamond_dots_0","","",1,"5TPFUNNT","low"
"27",2,27,"consume","circle_stripes_0","","",1,"5TPFUNNT","low"
"28",2,28,"combine","diamond_checkered_0","circle_checkered_0","",0,"5TPFUNNT","low"
"29",2,29,"combine","diamond_checkered_0","circle_checkered_0","",0,"5TPFUNNT","low"
"30",2,30,"combine","diamond_checkered_0","circle_checkered_0","",0,"5TPFUNNT","low"
"31",2,31,"combine","diamond_checkered_0","circle_checkered_0","",0,"5TPFUNNT","low"
"32",2,32,"combine","diamond_checkered_0","triangle_dots_0","",0,"5TPFUNNT","low"
"33",2,33,"combine","diamond_checkered_0","diamond_stripes_0","",0,"5TPFUNNT","low"
"34",2,34,"combine","diamond_checkered_0","square_stripes_0","",0,"5TPFUNNT","low"
"35",2,35,"combine","diamond_checkered_0","circle_dots_0","",0,"5TPFUNNT","low"
"36",2,36,"combine","diamond_checkered_0","square_dots_0","",0,"5TPFUNNT","low"
"37",2,37,"combine","diamond_checkered_0","diamond_plain_0","",0,"5TPFUNNT","low"
"38",2,38,"combine","diamond_checkered_0","circle_dots_0","",0,"5TPFUNNT","low"
"39",2,39,"combine","diamond_checkered_0","diamond_stripes_0","",0,"5TPFUNNT","low"
"40",2,40,"combine","diamond_checkered_0","triangle_plain_0","diamond_plain_1",0,"5TPFUNNT","low"
"41",3,1,"combine","square_plain_0","square_stripes_0","square_stripes_1",0,"12ZKUY1V","high"
"42",3,2,"consume","square_stripes_1","","",10,"12ZKUY1V","high"
"43",3,3,"combine","square_checkered_0","square_stripes_0","square_stripes_1",0,"12ZKUY1V","high"
"44",3,4,"combine","square_stripes_1","square_plain_0","square_plain_2",0,"12ZKUY1V","high"
"45",3,5,"combine","square_plain_2","circle_checkered_0","",0,"12ZKUY1V","high"
"46",3,6,"combine","square_plain_2","circle_plain_0","",0,"12ZKUY1V","high"
"47",3,7,"combine","square_plain_2","circle_dots_0","",0,"12ZKUY1V","high"
"48",3,8,"combine","square_plain_2","triangle_dots_0","",0,"12ZKUY1V","high"
"49",3,9,"combine","square_plain_2","diamond_dots_0","",0,"12ZKUY1V","high"
"50",3,10,"combine","square_plain_2","diamond_stripes_0","",0,"12ZKUY1V","high"
"51",3,11,"combine","square_plain_2","triangle_checkered_0","",0,"12ZKUY1V","high"
"52",3,12,"combine","square_plain_2","diamond_checkered_0","",0,"12ZKUY1V","high"
"53",3,13,"combine","square_plain_2","square_dots_0","square_dots_3",0,"12ZKUY1V","high"
"54",3,14,"combine","square_dots_3","triangle_stripes_0","",0,"12ZKUY1V","high"
"55",3,15,"combine","square_dots_3","circle_stripes_0","",0,"12ZKUY1V","high"
"56",3,16,"combine","square_dots_3","square_checkered_0","square_checkered_4",0,"12ZKUY1V","high"
"57",3,17,"combine","square_checkered_4","diamond_plain_0","",0,"12ZKUY1V","high"
"58",3,18,"combine","square_checkered_4","triangle_plain_0","",0,"12ZKUY1V","high"
"59",3,19,"combine","square_checkered_4","square_dots_0","square_dots_5",0,"12ZKUY1V","high"
"60",3,20,"consume","square_dots_5","","",100000,"12ZKUY1V","high"
"61",3,21,"combine","circle_checkered_0","circle_plain_0","circle_plain_1",0,"12ZKUY1V","high"
"62",3,22,"combine","circle_plain_1","circle_dots_0","circle_dots_2",0,"12ZKUY1V","high"
"63",3,23,"combine","circle_dots_2","triangle_dots_0","",0,"12ZKUY1V","high"
"64",3,24,"combine","circle_dots_2","diamond_dots_0","",0,"12ZKUY1V","high"
"65",3,25,"consume","circle_dots_2","","",100,"12ZKUY1V","high"
"66",3,26,"combine","diamond_stripes_0","circle_dots_0","",0,"12ZKUY1V","high"
"67",3,27,"combine","diamond_stripes_0","circle_checkered_0","",0,"12ZKUY1V","high"
"68",3,28,"combine","diamond_stripes_0","triangle_checkered_0","",0,"12ZKUY1V","high"
"69",3,29,"combine","diamond_stripes_0","diamond_checkered_0","diamond_checkered_1",0,"12ZKUY1V","high"
"70",3,30,"combine","diamond_checkered_1","triangle_checkered_0","",0,"12ZKUY1V","high"
"71",3,31,"combine","diamond_checkered_1","circle_checkered_0","",0,"12ZKUY1V","high"
"72",3,32,"combine","diamond_checkered_1","circle_dots_0","",0,"12ZKUY1V","high"
"73",3,33,"combine","diamond_checkered_1","circle_plain_0","",0,"12ZKUY1V","high"
"74",3,34,"combine","diamond_checkered_1","triangle_dots_0","",0,"12ZKUY1V","high"
"75",3,35,"combine","diamond_checkered_1","triangle_plain_0","",0,"12ZKUY1V","high"
"76",3,36,"combine","diamond_checkered_1","diamond_plain_0","diamond_plain_2",0,"12ZKUY1V","high"
"77",3,37,"combine","diamond_plain_2","circle_checkered_0","",0,"12ZKUY1V","high"
"78",3,38,"combine","diamond_plain_2","triangle_checkered_0","",0,"12ZKUY1V","high"
"79",3,39,"combine","diamond_plain_2","diamond_checkered_0","diamond_checkered_3",0,"12ZKUY1V","high"
"80",3,40,"combine","diamond_checkered_3","circle_dots_0","",0,"12ZKUY1V","high"
"81",4,1,"combine","square_stripes_0","square_checkered_0","",0,"0IPU36EA","low"
"82",4,2,"consume","square_stripes_0","","",1,"0IPU36EA","low"
"83",4,3,"combine","triangle_dots_0","triangle_plain_0","",0,"0IPU36EA","low"
"84",4,4,"consume","triangle_dots_0","","",1,"0IPU36EA","low"
"85",4,5,"combine","triangle_checkered_0","triangle_stripes_0","",0,"0IPU36EA","low"
"86",4,6,"consume","triangle_checkered_0","","",1,"0IPU36EA","low"
"87",4,7,"combine","square_checkered_0","square_dots_0","",0,"0IPU36EA","low"
"88",4,8,"consume","square_checkered_0","","",1,"0IPU36EA","low"
"89",4,9,"combine","circle_dots_0","square_plain_0","circle_plain_1",0,"0IPU36EA","low"
"90",4,10,"consume","circle_plain_1","","",10,"0IPU36EA","low"
"91",4,11,"combine","diamond_plain_0","circle_stripes_0","",0,"0IPU36EA","low"
"92",4,12,"consume","diamond_plain_0","","",1,"0IPU36EA","low"
"93",4,13,"consume","triangle_plain_0","","",1,"0IPU36EA","low"
"94",4,14,"combine","circle_stripes_0","diamond_dots_0","",0,"0IPU36EA","low"
"95",4,15,"consume","circle_stripes_0","","",1,"0IPU36EA","low"
"96",4,16,"consume","diamond_stripes_0","","",1,"0IPU36EA","low"
"97",4,17,"combine","circle_checkered_0","diamond_dots_0","",0,"0IPU36EA","low"
"98",4,18,"consume","circle_checkered_0","","",1,"0IPU36EA","low"
"99",4,19,"combine","diamond_plain_0","circle_stripes_0","",0,"0IPU36EA","low"
"100",4,20,"consume","diamond_plain_0","","",1,"0IPU36EA","low"
"101",4,21,"combine","square_dots_0","square_plain_0","",0,"0IPU36EA","low"
"102",4,22,"consume","square_dots_0","","",1,"0IPU36EA","low"
"103",4,23,"combine","triangle_checkered_0","square_plain_0","",0,"0IPU36EA","low"
"104",4,24,"consume","triangle_checkered_0","","",1,"0IPU36EA","low"
"105",4,25,"combine","square_plain_0","square_dots_0","",0,"0IPU36EA","low"
"106",4,26,"consume","square_plain_0","","",1,"0IPU36EA","low"
"107",4,27,"consume","square_dots_0","","",1,"0IPU36EA","low"
"108",4,28,"combine","triangle_dots_0","square_checkered_0","",0,"0IPU36EA","low"
"109",4,29,"consume","triangle_dots_0","","",1,"0IPU36EA","low"
"110",4,30,"combine","circle_dots_0","diamond_checkered_0","",0,"0IPU36EA","low"
"111",4,31,"consume","circle_dots_0","","",1,"0IPU36EA","low"
"112",4,32,"combine","circle_plain_0","triangle_stripes_0","",0,"0IPU36EA","low"
"113",4,33,"consume","circle_plain_0","","",1,"0IPU36EA","low"
"114",4,34,"combine","circle_checkered_0","circle_plain_0","",0,"0IPU36EA","low"
"115",4,35,"consume","circle_checkered_0","","",1,"0IPU36EA","low"
"116",4,36,"consume","circle_plain_0","","",1,"0IPU36EA","low"
"117",4,37,"combine","diamond_dots_0","diamond_stripes_0","",0,"0IPU36EA","low"
"118",4,38,"consume","diamond_dots_0","","",1,"0IPU36EA","low"
"119",4,39,"combine","square_stripes_0","square_checkered_0","",0,"0IPU36EA","low"
"120",4,40,"consume","square_stripes_0","","",1,"0IPU36EA","low"
"121",5,1,"combine","triangle_checkered_0","triangle_plain_0","triangle_plain_1",0,"4C5SWFEU","high"
"122",5,2,"combine","triangle_plain_1","diamond_checkered_0","",0,"4C5SWFEU","high"
"123",5,3,"combine","triangle_plain_1","diamond_checkered_0","",0,"4C5SWFEU","high"
"124",5,4,"combine","triangle_plain_1","triangle_plain_0","triangle_plain_2",0,"4C5SWFEU","high"
"125",5,5,"combine","triangle_plain_2","triangle_checkered_0","triangle_checkered_3",0,"4C5SWFEU","high"
"126",5,6,"combine","triangle_checkered_3","square_checkered_0","",0,"4C5SWFEU","high"
"127",5,7,"combine","triangle_checkered_3","triangle_stripes_0","triangle_stripes_4",0,"4C5SWFEU","high"
"128",5,8,"combine","square_stripes_0","square_plain_0","square_plain_1",0,"4C5SWFEU","high"
"129",5,9,"combine","square_plain_1","square_dots_0","square_dots_2",0,"4C5SWFEU","high"
"130",5,10,"combine","square_dots_2","square_plain_0","square_plain_3",0,"4C5SWFEU","high"
"131",5,11,"combine","square_plain_3","square_stripes_0","square_stripes_4",0,"4C5SWFEU","high"
"132",5,12,"combine","square_stripes_4","square_dots_0","square_dots_5",0,"4C5SWFEU","high"
"133",5,13,"combine","square_dots_5","square_checkered_0","",0,"4C5SWFEU","high"
"134",5,14,"combine","circle_plain_0","circle_checkered_0","circle_checkered_1",0,"4C5SWFEU","high"
"135",5,15,"combine","circle_checkered_1","circle_dots_0","circle_dots_2",0,"4C5SWFEU","high"
"136",5,16,"combine","circle_dots_2","circle_plain_0","circle_plain_3",0,"4C5SWFEU","high"
"137",5,17,"combine","circle_plain_3","circle_checkered_0","circle_checkered_4",0,"4C5SWFEU","high"
"138",5,18,"combine","circle_checkered_4","circle_dots_0","circle_dots_5",0,"4C5SWFEU","high"
"139",5,19,"combine","circle_dots_5","circle_stripes_0","",0,"4C5SWFEU","high"
"140",5,20,"combine","triangle_stripes_0","triangle_stripes_4","triangle_stripes_5",0,"4C5SWFEU","high"
"141",5,21,"combine","triangle_stripes_5","square_dots_5","",0,"4C5SWFEU","high"
"142",5,22,"combine","triangle_stripes_5","triangle_dots_0","",0,"4C5SWFEU","high"
"143",5,23,"combine","diamond_dots_0","diamond_checkered_0","diamond_checkered_1",0,"4C5SWFEU","high"
"144",5,24,"combine","diamond_checkered_1","diamond_plain_0","diamond_plain_2",0,"4C5SWFEU","high"
"145",5,25,"combine","diamond_plain_2","diamond_stripes_0","diamond_stripes_3",0,"4C5SWFEU","high"
"146",5,26,"combine","diamond_stripes_3","diamond_dots_0","diamond_dots_4",0,"4C5SWFEU","high"
"147",5,27,"combine","diamond_dots_4","diamond_plain_0","diamond_plain_5",0,"4C5SWFEU","high"
"148",5,28,"combine","diamond_plain_5","diamond_stripes_0","",0,"4C5SWFEU","high"
"149",5,29,"combine","diamond_plain_5","diamond_checkered_0","",0,"4C5SWFEU","high"
"150",5,30,"combine","diamond_checkered_0","diamond_stripes_0","diamond_stripes_1",0,"4C5SWFEU","high"
"151",5,31,"consume","diamond_stripes_1","","",10,"4C5SWFEU","high"
"152",5,32,"consume","diamond_plain_5","","",100000,"4C5SWFEU","high"
"153",5,33,"consume","circle_dots_5","","",100000,"4C5SWFEU","high"
"154",5,34,"consume","triangle_stripes_5","","",100000,"4C5SWFEU","high"
"155",5,35,"consume","square_dots_5","","",100000,"4C5SWFEU","high"
"156",5,36,"consume","triangle_dots_0","","",1,"4C5SWFEU","high"
"157",5,37,"consume","circle_stripes_0","","",1,"4C5SWFEU","high"
"158",5,38,"consume","square_checkered_0","","",1,"4C5SWFEU","high"
"159",5,39,"combine","triangle_dots_0","circle_stripes_0","",0,"4C5SWFEU","high"
"160",5,40,"combine","triangle_dots_0","circle_stripes_0","",0,"4C5SWFEU","high"
"161",6,1,"combine","triangle_plain_0","triangle_stripes_0","",0,"2976LR57","medium"
"162",6,2,"combine","square_plain_0","triangle_plain_0","",0,"2976LR57","medium"
"163",6,3,"combine","square_plain_0","square_dots_0","",0,"2976LR57","medium"
"164",6,4,"combine","square_plain_0","diamond_plain_0","",0,"2976LR57","medium"
"165",6,5,"combine","square_plain_0","circle_dots_0","square_dots_1",0,"2976LR57","medium"
"166",6,6,"combine","circle_dots_0","square_plain_0","circle_plain_1",0,"2976LR57","medium"
"167",6,7,"combine","square_dots_0","circle_plain_0","square_plain_1",0,"2976LR57","medium"
"168",6,8,"combine","square_dots_0","circle_checkered_0","square_checkered_1",0,"2976LR57","medium"
"169",6,9,"combine","square_checkered_1","circle_plain_1","square_plain_2",0,"2976LR57","medium"
"170",6,10,"combine","square_checkered_0","circle_plain_0","square_plain_1",0,"2976LR57","medium"
"171",6,11,"combine","circle_stripes_0","square_checkered_0","circle_checkered_1",0,"2976LR57","medium"
"172",6,12,"combine","circle_checkered_1","square_plain_1","circle_plain_2",0,"2976LR57","medium"
"173",6,13,"combine","circle_plain_2","square_plain_2","",0,"2976LR57","medium"
"174",6,14,"combine","square_stripes_0","circle_checkered_0","square_checkered_1",0,"2976LR57","medium"
"175",6,15,"combine","triangle_plain_0","square_stripes_0","",0,"2976LR57","medium"
"176",6,16,"combine","square_dots_1","square_plain_1","",0,"2976LR57","medium"
"177",6,17,"combine","square_dots_1","square_checkered_1","",0,"2976LR57","medium"
"178",6,18,"combine","square_plain_2","circle_plain_2","",0,"2976LR57","medium"
"179",6,19,"combine","square_stripes_0","circle_plain_2","square_plain_3",0,"2976LR57","medium"
"180",6,20,"combine","square_plain_1","square_plain_2","",0,"2976LR57","medium"
"181",6,21,"combine","square_plain_1","square_dots_1","",0,"2976LR57","medium"
"182",6,22,"combine","square_plain_1","square_dots_1","",0,"2976LR57","medium"
"183",6,23,"combine","square_plain_1","square_plain_3","",0,"2976LR57","medium"
"184",6,24,"combine","square_plain_1","triangle_stripes_0","",0,"2976LR57","medium"
"185",6,25,"combine","square_plain_1","diamond_stripes_0","",0,"2976LR57","medium"
"186",6,26,"combine","diamond_checkered_0","diamond_stripes_0","",0,"2976LR57","medium"
"187",6,27,"combine","triangle_plain_0","diamond_plain_0","",0,"2976LR57","medium"
"188",6,28,"combine","square_checkered_1","triangle_dots_0","",0,"2976LR57","medium"
"189",6,29,"combine","square_checkered_1","diamond_stripes_0","",0,"2976LR57","medium"
"190",6,30,"combine","square_checkered_1","circle_stripes_0","square_stripes_2",0,"2976LR57","medium"
"191",6,31,"combine","square_stripes_2","square_plain_3","",0,"2976LR57","medium"
"192",6,32,"combine","square_stripes_2","square_plain_2","",0,"2976LR57","medium"
"193",6,33,"combine","square_stripes_2","diamond_dots_0","",0,"2976LR57","medium"
"194",6,34,"combine","square_stripes_2","square_plain_1","",0,"2976LR57","medium"
"195",6,35,"combine","square_stripes_2","triangle_plain_0","",0,"2976LR57","medium"
"196",6,36,"combine","square_stripes_2","diamond_plain_0","",0,"2976LR57","medium"
"197",6,37,"combine","square_stripes_2","diamond_stripes_0","",0,"2976LR57","medium"
"198",6,38,"combine","square_plain_1","square_plain_3","",0,"2976LR57","medium"
"199",6,39,"combine","square_plain_1","diamond_checkered_0","",0,"2976LR57","medium"
"200",6,40,"combine","square_plain_1","triangle_plain_0","",0,"2976LR57","medium"
"201",7,1,"combine","circle_plain_0","square_stripes_0","",0,"LP2CZLA9","low"
"202",7,2,"combine","circle_plain_0","diamond_stripes_0","",0,"LP2CZLA9","low"
"203",7,3,"combine","circle_plain_0","diamond_plain_0","",0,"LP2CZLA9","low"
"204",7,4,"combine","circle_plain_0","triangle_stripes_0","",0,"LP2CZLA9","low"
"205",7,5,"combine","circle_plain_0","diamond_dots_0","",0,"LP2CZLA9","low"
"206",7,6,"combine","circle_plain_0","square_checkered_0","",0,"LP2CZLA9","low"
"207",7,7,"combine","circle_plain_0","circle_dots_0","",0,"LP2CZLA9","low"
"208",7,8,"combine","circle_plain_0","diamond_checkered_0","",0,"LP2CZLA9","low"
"209",7,9,"combine","circle_plain_0","circle_checkered_0","",0,"LP2CZLA9","low"
"210",7,10,"combine","circle_plain_0","square_plain_0","circle_plain_1",0,"LP2CZLA9","low"
"211",7,11,"combine","circle_plain_1","triangle_plain_0","",0,"LP2CZLA9","low"
"212",7,12,"combine","circle_plain_1","square_dots_0","",0,"LP2CZLA9","low"
"213",7,13,"combine","circle_plain_1","circle_plain_0","",0,"LP2CZLA9","low"
"214",7,14,"combine","circle_plain_1","triangle_checkered_0","",0,"LP2CZLA9","low"
"215",7,15,"combine","circle_plain_1","circle_checkered_0","",0,"LP2CZLA9","low"
"216",7,16,"combine","circle_plain_1","circle_checkered_0","",0,"LP2CZLA9","low"
"217",7,17,"combine","circle_plain_1","triangle_stripes_0","",0,"LP2CZLA9","low"
"218",7,18,"combine","circle_plain_1","diamond_plain_0","",0,"LP2CZLA9","low"
"219",7,19,"combine","circle_plain_1","circle_stripes_0","",0,"LP2CZLA9","low"
"220",7,20,"combine","circle_plain_1","diamond_dots_0","",0,"LP2CZLA9","low"
"221",7,21,"combine","circle_plain_1","square_checkered_0","",0,"LP2CZLA9","low"
"222",7,22,"combine","circle_plain_1","square_checkered_0","",0,"LP2CZLA9","low"
"223",7,23,"combine","circle_plain_1","diamond_checkered_0","",0,"LP2CZLA9","low"
"224",7,24,"combine","circle_plain_1","circle_dots_0","",0,"LP2CZLA9","low"
"225",7,25,"combine","circle_plain_1","square_plain_0","circle_plain_2",0,"LP2CZLA9","low"
"226",7,26,"combine","circle_plain_2","square_stripes_0","",0,"LP2CZLA9","low"
"227",7,27,"combine","circle_plain_2","diamond_stripes_0","",0,"LP2CZLA9","low"
"228",7,28,"combine","circle_plain_2","triangle_dots_0","",0,"LP2CZLA9","low"
"229",7,29,"combine","circle_plain_2","triangle_checkered_0","",0,"LP2CZLA9","low"
"230",7,30,"combine","circle_plain_2","circle_checkered_0","",0,"LP2CZLA9","low"
"231",7,31,"combine","circle_plain_2","triangle_stripes_0","",0,"LP2CZLA9","low"
"232",7,32,"combine","circle_plain_2","diamond_plain_0","",0,"LP2CZLA9","low"
"233",7,33,"combine","circle_plain_2","circle_stripes_0","",0,"LP2CZLA9","low"
"234",7,34,"combine","circle_plain_2","diamond_dots_0","",0,"LP2CZLA9","low"
"235",7,35,"combine","circle_plain_2","square_checkered_0","",0,"LP2CZLA9","low"
"236",7,36,"combine","circle_plain_2","diamond_checkered_0","",0,"LP2CZLA9","low"
"237",7,37,"combine","circle_plain_2","circle_dots_0","",0,"LP2CZLA9","low"
"238",7,38,"combine","circle_plain_2","triangle_plain_0","",0,"LP2CZLA9","low"
"239",7,39,"combine","circle_plain_2","circle_plain_0","",0,"LP2CZLA9","low"
"240",7,40,"combine","circle_plain_2","square_dots_0","",0,"LP2CZLA9","low"
"241",8,1,"combine","triangle_dots_0","square_stripes_0","",0,"3I7A5SA2","high"
"242",8,2,"combine","triangle_dots_0","circle_stripes_0","",0,"3I7A5SA2","high"
"243",8,3,"combine","triangle_dots_0","square_dots_0","",0,"3I7A5SA2","high"
"244",8,4,"combine","triangle_dots_0","diamond_plain_0","",0,"3I7A5SA2","high"
"245",8,5,"combine","triangle_dots_0","diamond_dots_0","",0,"3I7A5SA2","high"
"246",8,6,"combine","triangle_dots_0","circle_dots_0","",0,"3I7A5SA2","high"
"247",8,7,"combine","triangle_dots_0","triangle_checkered_0","triangle_checkered_1",0,"3I7A5SA2","high"
"248",8,8,"combine","triangle_checkered_1","square_checkered_0","",0,"3I7A5SA2","high"
"249",8,9,"combine","triangle_checkered_1","triangle_plain_0","triangle_plain_2",0,"3I7A5SA2","high"
"250",8,10,"combine","triangle_plain_2","diamond_checkered_0","",0,"3I7A5SA2","high"
"251",8,11,"combine","triangle_plain_2","triangle_plain_0","triangle_plain_3",0,"3I7A5SA2","high"
"252",8,12,"combine","triangle_plain_3","circle_dots_0","",0,"3I7A5SA2","high"
"253",8,13,"consume","triangle_plain_3","","",1000,"3I7A5SA2","high"
"254",8,14,"combine","circle_checkered_0","circle_plain_0","circle_plain_1",0,"3I7A5SA2","high"
"255",8,15,"combine","circle_plain_1","circle_checkered_0","circle_checkered_2",0,"3I7A5SA2","high"
"256",8,16,"combine","circle_checkered_2","circle_stripes_0","circle_stripes_3",0,"3I7A5SA2","high"
"257",8,17,"combine","circle_stripes_3","circle_plain_0","circle_plain_4",0,"3I7A5SA2","high"
"258",8,18,"combine","circle_plain_4","circle_stripes_0","circle_stripes_5",0,"3I7A5SA2","high"
"259",8,19,"combine","circle_stripes_5","circle_dots_0","",0,"3I7A5SA2","high"
"260",8,20,"consume","circle_stripes_5","","",100000,"3I7A5SA2","high"
"261",8,21,"combine","diamond_dots_0","diamond_checkered_0","diamond_checkered_1",0,"3I7A5SA2","high"
"262",8,22,"combine","diamond_checkered_1","diamond_stripes_0","diamond_stripes_2",0,"3I7A5SA2","high"
"263",8,23,"combine","diamond_stripes_2","diamond_plain_0","diamond_plain_3",0,"3I7A5SA2","high"
"264",8,24,"combine","diamond_plain_3","diamond_dots_0","diamond_dots_4",0,"3I7A5SA2","high"
"265",8,25,"combine","diamond_dots_4","diamond_checkered_0","diamond_checkered_5",0,"3I7A5SA2","high"
"266",8,26,"combine","diamond_checkered_5","diamond_plain_0","",0,"3I7A5SA2","high"
"267",8,27,"consume","diamond_checkered_5","","",100000,"3I7A5SA2","high"
"268",8,28,"consume","diamond_stripes_0","","",1,"3I7A5SA2","high"
"269",8,29,"combine","square_stripes_0","square_dots_0","square_dots_1",0,"3I7A5SA2","high"
"270",8,30,"combine","square_dots_1","square_checkered_0","square_checkered_2",0,"3I7A5SA2","high"
"271",8,31,"combine","square_checkered_2","square_plain_0","square_plain_3",0,"3I7A5SA2","high"
"272",8,32,"combine","square_plain_3","square_stripes_0","square_stripes_4",0,"3I7A5SA2","high"
"273",8,33,"combine","square_stripes_4","square_dots_0","square_dots_5",0,"3I7A5SA2","high"
"274",8,34,"consume","square_dots_5","","",100000,"3I7A5SA2","high"
"275",8,35,"combine","triangle_checkered_0","triangle_stripes_0","triangle_stripes_1",0,"3I7A5SA2","high"
"276",8,36,"combine","triangle_stripes_1","triangle_dots_0","triangle_dots_2",0,"3I7A5SA2","high"
"277",8,37,"combine","triangle_dots_2","triangle_stripes_0","triangle_stripes_3",0,"3I7A5SA2","high"
"278",8,38,"combine","triangle_stripes_3","diamond_plain_0","",0,"3I7A5SA2","high"
"279",8,39,"consume","triangle_stripes_3","","",1000,"3I7A5SA2","high"
"280",8,40,"consume","diamond_plain_0","","",1,"3I7A5SA2","high"
"281",9,1,"combine","square_dots_0","square_checkered_0","",0,"0RBXZNR8","low"
"282",9,2,"combine","square_dots_0","triangle_checkered_0","",0,"0RBXZNR8","low"
"283",9,3,"combine","square_dots_0","diamond_stripes_0","",0,"0RBXZNR8","low"
"284",9,4,"combine","square_dots_0","square_plain_0","",0,"0RBXZNR8","low"
"285",9,5,"combine","square_dots_0","diamond_checkered_0","",0,"0RBXZNR8","low"
"286",9,6,"consume","square_dots_0","","",1,"0RBXZNR8","low"
"287",9,7,"combine","diamond_stripes_0","diamond_checkered_0","",0,"0RBXZNR8","low"
"288",9,8,"combine","diamond_stripes_0","square_plain_0","",0,"0RBXZNR8","low"
"289",9,9,"consume","diamond_stripes_0","","",1,"0RBXZNR8","low"
"290",9,10,"combine","square_plain_0","diamond_checkered_0","",0,"0RBXZNR8","low"
"291",9,11,"combine","square_plain_0","triangle_checkered_0","",0,"0RBXZNR8","low"
"292",9,12,"combine","square_plain_0","circle_plain_0","square_plain_1",0,"0RBXZNR8","low"
"293",9,13,"combine","square_plain_1","triangle_plain_0","",0,"0RBXZNR8","low"
"294",9,14,"consume","square_plain_1","","",10,"0RBXZNR8","low"
"295",9,15,"combine","triangle_plain_0","triangle_checkered_0","",0,"0RBXZNR8","low"
"296",9,16,"combine","triangle_plain_0","square_plain_0","",0,"0RBXZNR8","low"
"297",9,17,"combine","triangle_plain_0","square_checkered_0","",0,"0RBXZNR8","low"
"298",9,18,"combine","triangle_plain_0","triangle_stripes_0","",0,"0RBXZNR8","low"
"299",9,19,"combine","triangle_plain_0","circle_dots_0","",0,"0RBXZNR8","low"
"300",9,20,"combine","triangle_plain_0","diamond_plain_0","triangle_plain_1",0,"0RBXZNR8","low"
"301",9,21,"consume","triangle_plain_1","","",10,"0RBXZNR8","low"
"302",9,22,"combine","square_plain_0","circle_plain_0","square_plain_1",0,"0RBXZNR8","low"
"303",9,23,"consume","square_plain_1","","",10,"0RBXZNR8","low"
"304",9,24,"combine","triangle_plain_0","diamond_plain_0","triangle_plain_1",0,"0RBXZNR8","low"
"305",9,25,"consume","triangle_plain_1","","",10,"0RBXZNR8","low"
"306",9,26,"combine","circle_checkered_0","square_dots_0","",0,"0RBXZNR8","low"
"307",9,27,"combine","circle_checkered_0","circle_stripes_0","",0,"0RBXZNR8","low"
"308",9,28,"combine","circle_checkered_0","triangle_dots_0","",0,"0RBXZNR8","low"
"309",9,29,"combine","circle_checkered_0","diamond_dots_0","",0,"0RBXZNR8","low"
"310",9,30,"combine","circle_checkered_0","square_stripes_0","",0,"0RBXZNR8","low"
"311",9,31,"combine","circle_checkered_0","circle_dots_0","",0,"0RBXZNR8","low"
"312",9,32,"combine","circle_checkered_0","diamond_stripes_0","",0,"0RBXZNR8","low"
"313",9,33,"combine","circle_checkered_0","square_checkered_0","circle_checkered_1",0,"0RBXZNR8","low"
