"","id","action_id","action","held","target","yield","points","token","condition","x","y","currentlyCarrying"
"43",3,3,"combine","square_checkered_0","square_stripes_0","square_stripes_1",0,"12ZKUY1V","high",8,8,"square_stripes_1"
"44",3,4,"combine","square_stripes_1","square_plain_0","square_plain_2",0,"12ZKUY1V","high",11,7,"square_plain_2"
"45",3,5,"combine","square_plain_2","circle_checkered_0","",0,"12ZKUY1V","high",9,4,"square_plain_2"
"46",3,6,"combine","square_plain_2","circle_plain_0","",0,"12ZKUY1V","high",5,6,"square_plain_2"
"47",3,7,"combine","square_plain_2","circle_dots_0","",0,"12ZKUY1V","high",5,7,"square_plain_2"
"48",3,8,"combine","square_plain_2","triangle_dots_0","",0,"12ZKUY1V","high",3,6,"square_plain_2"
"49",3,9,"combine","square_plain_2","diamond_dots_0","",0,"12ZKUY1V","high",0,10,"square_plain_2"
"50",3,10,"combine","square_plain_2","diamond_stripes_0","",0,"12ZKUY1V","high",1,12,"square_plain_2"
"51",3,11,"combine","square_plain_2","triangle_checkered_0","",0,"12ZKUY1V","high",9,12,"square_plain_2"
"52",3,12,"combine","square_plain_2","diamond_checkered_0","",0,"12ZKUY1V","high",11,13,"square_plain_2"
"53",3,13,"combine","square_plain_2","square_dots_0","square_dots_3",0,"12ZKUY1V","high",14,14,"square_dots_3"
"54",3,14,"combine","square_dots_3","triangle_stripes_0","",0,"12ZKUY1V","high",12,7,"square_dots_3"
"55",3,15,"combine","square_dots_3","circle_stripes_0","",0,"12ZKUY1V","high",13,7,"square_dots_3"
"56",3,16,"combine","square_dots_3","square_checkered_0","square_checkered_4",0,"12ZKUY1V","high",12,0,"square_checkered_4"
"57",3,17,"combine","square_checkered_4","diamond_plain_0","",0,"12ZKUY1V","high",7,1,"square_checkered_4"
"58",3,18,"combine","square_checkered_4","triangle_plain_0","",0,"12ZKUY1V","high",5,1,"square_checkered_4"
"59",3,19,"combine","square_checkered_4","square_dots_0","square_dots_5",0,"12ZKUY1V","high",3,1,"square_dots_5"
"60",3,20,"consume","square_dots_5","","",100000,"12ZKUY1V","high",3,4,""
"61",3,21,"combine","circle_checkered_0","circle_plain_0","circle_plain_1",0,"12ZKUY1V","high",5,6,"circle_plain_1"
"62",3,22,"combine","circle_plain_1","circle_dots_0","circle_dots_2",0,"12ZKUY1V","high",5,7,"circle_dots_2"
"63",3,23,"combine","circle_dots_2","triangle_dots_0","",0,"12ZKUY1V","high",3,6,"circle_dots_2"
"64",3,24,"combine","circle_dots_2","diamond_dots_0","",0,"12ZKUY1V","high",0,10,"circle_dots_2"
"65",3,25,"consume","circle_dots_2","","",100,"12ZKUY1V","high",1,11,""
"66",3,26,"combine","diamond_stripes_0","circle_dots_0","",0,"12ZKUY1V","high",6,12,"diamond_stripes_0"
"67",3,27,"combine","diamond_stripes_0","circle_checkered_0","",0,"12ZKUY1V","high",8,11,"diamond_stripes_0"
"68",3,28,"combine","diamond_stripes_0","triangle_checkered_0","",0,"12ZKUY1V","high",9,12,"diamond_stripes_0"
"69",3,29,"combine","diamond_stripes_0","diamond_checkered_0","diamond_checkered_1",0,"12ZKUY1V","high",11,13,"diamond_checkered_1"
"70",3,30,"combine","diamond_checkered_1","triangle_checkered_0","",0,"12ZKUY1V","high",9,12,"diamond_checkered_1"
"71",3,31,"combine","diamond_checkered_1","circle_checkered_0","",0,"12ZKUY1V","high",8,11,"diamond_checkered_1"
"72",3,32,"combine","diamond_checkered_1","circle_dots_0","",0,"12ZKUY1V","high",6,12,"diamond_checkered_1"
"73",3,33,"combine","diamond_checkered_1","circle_plain_0","",0,"12ZKUY1V","high",6,6,"diamond_checkered_1"
"74",3,34,"combine","diamond_checkered_1","triangle_dots_0","",0,"12ZKUY1V","high",3,6,"diamond_checkered_1"
"75",3,35,"combine","diamond_checkered_1","triangle_plain_0","",0,"12ZKUY1V","high",5,1,"diamond_checkered_1"
"76",3,36,"combine","diamond_checkered_1","diamond_plain_0","diamond_plain_2",0,"12ZKUY1V","high",7,1,"diamond_plain_2"
"77",3,37,"combine","diamond_plain_2","circle_checkered_0","",0,"12ZKUY1V","high",8,11,"diamond_plain_2"
"78",3,38,"combine","diamond_plain_2","triangle_checkered_0","",0,"12ZKUY1V","high",9,12,"diamond_plain_2"
"79",3,39,"combine","diamond_plain_2","diamond_checkered_0","diamond_checkered_3",0,"12ZKUY1V","high",11,13,"diamond_checkered_3"
"80",3,40,"combine","diamond_checkered_3","circle_dots_0","",0,"12ZKUY1V","high",6,12,"diamond_checkered_3"
"81",4,1,"combine","square_stripes_0","square_checkered_0","",0,"0IPU36EA","low",9,10,"square_stripes_0"
"82",4,2,"consume","square_stripes_0","","",1,"0IPU36EA","low",8,10,""
"83",4,3,"combine","triangle_dots_0","triangle_plain_0","",0,"0IPU36EA","low",0,8,"triangle_dots_0"
"84",4,4,"consume","triangle_dots_0","","",1,"0IPU36EA","low",1,8,""
"85",4,5,"combine","triangle_checkered_0","triangle_stripes_0","",0,"0IPU36EA","low",14,8,"triangle_checkered_0"
"86",4,6,"consume","triangle_checkered_0","","",1,"0IPU36EA","low",13,8,""
"87",4,7,"combine","square_checkered_0","square_dots_0","",0,"0IPU36EA","low",6,14,"square_checkered_0"
"88",4,8,"consume","square_checkered_0","","",1,"0IPU36EA","low",7,13,""
"89",4,9,"combine","circle_dots_0","square_plain_0","circle_plain_1",0,"0IPU36EA","low",2,14,"circle_plain_1"
"90",4,10,"consume","circle_plain_1","","",10,"0IPU36EA","low",3,14,""
"91",4,11,"combine","diamond_plain_0","circle_stripes_0","",0,"0IPU36EA","low",2,9,"diamond_plain_0"
"92",4,12,"consume","diamond_plain_0","","",1,"0IPU36EA","low",2,10,""
"93",4,13,"consume","triangle_plain_0","","",1,"0IPU36EA","low",0,9,""
"94",4,14,"combine","circle_stripes_0","diamond_dots_0","",0,"0IPU36EA","low",5,8,"circle_stripes_0"
"95",4,15,"consume","circle_stripes_0","","",1,"0IPU36EA","low",5,7,""
"96",4,16,"consume","diamond_stripes_0","","",1,"0IPU36EA","low",6,3,""
"97",4,17,"combine","circle_checkered_0","diamond_dots_0","",0,"0IPU36EA","low",5,8,"circle_checkered_0"
"98",4,18,"consume","circle_checkered_0","","",1,"0IPU36EA","low",5,7,""
"99",4,19,"combine","diamond_plain_0","circle_stripes_0","",0,"0IPU36EA","low",0,13,"diamond_plain_0"
"100",4,20,"consume","diamond_plain_0","","",1,"0IPU36EA","low",1,13,""
"101",4,21,"combine","square_dots_0","square_plain_0","",0,"0IPU36EA","low",8,14,"square_dots_0"
"102",4,22,"consume","square_dots_0","","",1,"0IPU36EA","low",7,14,""
"103",4,23,"combine","triangle_checkered_0","square_plain_0","",0,"0IPU36EA","low",8,14,"triangle_checkered_0"
"104",4,24,"consume","triangle_checkered_0","","",1,"0IPU36EA","low",8,13,""
"105",4,25,"combine","square_plain_0","square_dots_0","",0,"0IPU36EA","low",9,11,"square_plain_0"
"106",4,26,"consume","square_plain_0","","",1,"0IPU36EA","low",9,12,""
"107",4,27,"consume","square_dots_0","","",1,"0IPU36EA","low",9,12,""
"108",4,28,"combine","triangle_dots_0","square_checkered_0","",0,"0IPU36EA","low",5,10,"triangle_dots_0"
"109",4,29,"consume","triangle_dots_0","","",1,"0IPU36EA","low",6,10,""
"110",4,30,"combine","circle_dots_0","diamond_checkered_0","",0,"0IPU36EA","low",13,14,"circle_dots_0"
"111",4,31,"consume","circle_dots_0","","",1,"0IPU36EA","low",13,13,""
"112",4,32,"combine","circle_plain_0","triangle_stripes_0","",0,"0IPU36EA","low",14,8,"circle_plain_0"
"113",4,33,"consume","circle_plain_0","","",1,"0IPU36EA","low",13,8,""
"114",4,34,"combine","circle_checkered_0","circle_plain_0","",0,"0IPU36EA","low",2,3,"circle_checkered_0"
"115",4,35,"consume","circle_checkered_0","","",1,"0IPU36EA","low",2,4,""
"116",4,36,"consume","circle_plain_0","","",1,"0IPU36EA","low",2,4,""
"117",4,37,"combine","diamond_dots_0","diamond_stripes_0","",0,"0IPU36EA","low",8,8,"diamond_dots_0"
"118",4,38,"consume","diamond_dots_0","","",1,"0IPU36EA","low",8,7,""
"119",4,39,"combine","square_stripes_0","square_checkered_0","",0,"0IPU36EA","low",5,10,"square_stripes_0"
"120",4,40,"consume","square_stripes_0","","",1,"0IPU36EA","low",6,10,""
"121",5,1,"combine","triangle_checkered_0","triangle_plain_0","triangle_plain_1",0,"4C5SWFEU","high",10,10,"triangle_plain_1"
"122",5,2,"combine","triangle_plain_1","diamond_checkered_0","",0,"4C5SWFEU","high",6,9,"triangle_plain_1"
"123",5,3,"combine","triangle_plain_1","diamond_checkered_0","",0,"4C5SWFEU","high",6,9,"triangle_plain_1"
"124",5,4,"combine","triangle_plain_1","triangle_plain_0","triangle_plain_2",0,"4C5SWFEU","high",14,6,"triangle_plain_2"
"125",5,5,"combine","triangle_plain_2","triangle_checkered_0","triangle_checkered_3",0,"4C5SWFEU","high",5,11,"triangle_checkered_3"
"126",5,6,"combine","triangle_checkered_3","square_checkered_0","",0,"4C5SWFEU","high",12,14,"triangle_checkered_3"
"127",5,7,"combine","triangle_checkered_3","triangle_stripes_0","triangle_stripes_4",0,"4C5SWFEU","high",0,9,"triangle_stripes_4"
"128",5,8,"combine","square_stripes_0","square_plain_0","square_plain_1",0,"4C5SWFEU","high",6,4,"square_plain_1"
"129",5,9,"combine","square_plain_1","square_dots_0","square_dots_2",0,"4C5SWFEU","high",13,0,"square_dots_2"
"130",5,10,"combine","square_dots_2","square_plain_0","square_plain_3",0,"4C5SWFEU","high",4,1,"square_plain_3"
"131",5,11,"combine","square_plain_3","square_stripes_0","square_stripes_4",0,"4C5SWFEU","high",0,3,"square_stripes_4"
"132",5,12,"combine","square_stripes_4","square_dots_0","square_dots_5",0,"4C5SWFEU","high",2,13,"square_dots_5"
"133",5,13,"combine","square_dots_5","square_checkered_0","",0,"4C5SWFEU","high",12,14,"square_dots_5"
"134",5,14,"combine","circle_plain_0","circle_checkered_0","circle_checkered_1",0,"4C5SWFEU","high",2,11,"circle_checkered_1"
"135",5,15,"combine","circle_checkered_1","circle_dots_0","circle_dots_2",0,"4C5SWFEU","high",2,5,"circle_dots_2"
"136",5,16,"combine","circle_dots_2","circle_plain_0","circle_plain_3",0,"4C5SWFEU","high",2,7,"circle_plain_3"
"137",5,17,"combine","circle_plain_3","circle_checkered_0","circle_checkered_4",0,"4C5SWFEU","high",13,4,"circle_checkered_4"
"138",5,18,"combine","circle_checkered_4","circle_dots_0","circle_dots_5",0,"4C5SWFEU","high",2,3,"circle_dots_5"
"139",5,19,"combine","circle_dots_5","circle_stripes_0","",0,"4C5SWFEU","high",0,0,"circle_dots_5"
"140",5,20,"combine","triangle_stripes_0","triangle_stripes_4","triangle_stripes_5",0,"4C5SWFEU","high",7,9,"triangle_stripes_5"
"141",5,21,"combine","triangle_stripes_5","square_dots_5","",0,"4C5SWFEU","high",10,13,"triangle_stripes_5"
"142",5,22,"combine","triangle_stripes_5","triangle_dots_0","",0,"4C5SWFEU","high",3,4,"triangle_stripes_5"
"143",5,23,"combine","diamond_dots_0","diamond_checkered_0","diamond_checkered_1",0,"4C5SWFEU","high",6,9,"diamond_checkered_1"
"144",5,24,"combine","diamond_checkered_1","diamond_plain_0","diamond_plain_2",0,"4C5SWFEU","high",0,6,"diamond_plain_2"
"145",5,25,"combine","diamond_plain_2","diamond_stripes_0","diamond_stripes_3",0,"4C5SWFEU","high",7,7,"diamond_stripes_3"
"146",5,26,"combine","diamond_stripes_3","diamond_dots_0","diamond_dots_4",0,"4C5SWFEU","high",10,0,"diamond_dots_4"
"147",5,27,"combine","diamond_dots_4","diamond_plain_0","diamond_plain_5",0,"4C5SWFEU","high",13,1,"diamond_plain_5"
"148",5,28,"combine","diamond_plain_5","diamond_stripes_0","",0,"4C5SWFEU","high",10,6,"diamond_plain_5"
"149",5,29,"combine","diamond_plain_5","diamond_checkered_0","",0,"4C5SWFEU","high",10,7,"diamond_plain_5"
"150",5,30,"combine","diamond_checkered_0","diamond_stripes_0","diamond_stripes_1",0,"4C5SWFEU","high",10,6,"diamond_stripes_1"
"151",5,31,"consume","diamond_stripes_1","","",10,"4C5SWFEU","high",7,6,""
"152",5,32,"consume","diamond_plain_5","","",100000,"4C5SWFEU","high",5,7,""
"153",5,33,"consume","circle_dots_5","","",100000,"4C5SWFEU","high",3,6,""
"154",5,34,"consume","triangle_stripes_5","","",100000,"4C5SWFEU","high",5,4,""
"155",5,35,"consume","square_dots_5","","",100000,"4C5SWFEU","high",10,13,""
"156",5,36,"consume","triangle_dots_0","","",1,"4C5SWFEU","high",3,4,""
"157",5,37,"consume","circle_stripes_0","","",1,"4C5SWFEU","high",0,0,""
"158",5,38,"consume","square_checkered_0","","",1,"4C5SWFEU","high",12,14,""
"159",5,39,"combine","triangle_dots_0","circle_stripes_0","",0,"4C5SWFEU","high",10,8,"triangle_dots_0"
"160",5,40,"combine","triangle_dots_0","circle_stripes_0","",0,"4C5SWFEU","high",10,8,"triangle_dots_0"
"161",6,1,"combine","triangle_plain_0","triangle_stripes_0","",0,"2976LR57","medium",2,8,"triangle_plain_0"
"162",6,2,"combine","square_plain_0","triangle_plain_0","",0,"2976LR57","medium",3,8,"square_plain_0"
"163",6,3,"combine","square_plain_0","square_dots_0","",0,"2976LR57","medium",9,8,"square_plain_0"
"164",6,4,"combine","square_plain_0","diamond_plain_0","",0,"2976LR57","medium",11,1,"square_plain_0"
"165",6,5,"combine","square_plain_0","circle_dots_0","square_dots_1",0,"2976LR57","medium",10,4,"square_dots_1"
"166",6,6,"combine","circle_dots_0","square_plain_0","circle_plain_1",0,"2976LR57","medium",8,10,"circle_plain_1"
"167",6,7,"combine","square_dots_0","circle_plain_0","square_plain_1",0,"2976LR57","medium",14,11,"square_plain_1"
"168",6,8,"combine","square_dots_0","circle_checkered_0","square_checkered_1",0,"2976LR57","medium",2,13,"square_checkered_1"
"169",6,9,"combine","square_checkered_1","circle_plain_1","square_plain_2",0,"2976LR57","medium",8,10,"square_plain_2"
"170",6,10,"combine","square_checkered_0","circle_plain_0","square_plain_1",0,"2976LR57","medium",3,12,"square_plain_1"
"171",6,11,"combine","circle_stripes_0","square_checkered_0","circle_checkered_1",0,"2976LR57","medium",11,8,"circle_checkered_1"
"172",6,12,"combine","circle_checkered_1","square_plain_1","circle_plain_2",0,"2976LR57","medium",14,11,"circle_plain_2"
"173",6,13,"combine","circle_plain_2","square_plain_2","",0,"2976LR57","medium",8,11,"circle_plain_2"
"174",6,14,"combine","square_stripes_0","circle_checkered_0","square_checkered_1",0,"2976LR57","medium",1,3,"square_checkered_1"
"175",6,15,"combine","triangle_plain_0","square_stripes_0","",0,"2976LR57","medium",13,7,"triangle_plain_0"
"176",6,16,"combine","square_dots_1","square_plain_1","",0,"2976LR57","medium",3,12,"square_dots_1"
"177",6,17,"combine","square_dots_1","square_checkered_1","",0,"2976LR57","medium",1,4,"square_dots_1"
"178",6,18,"combine","square_plain_2","circle_plain_2","",0,"2976LR57","medium",8,12,"square_plain_2"
"179",6,19,"combine","square_stripes_0","circle_plain_2","square_plain_3",0,"2976LR57","medium",8,12,"square_plain_3"
"180",6,20,"combine","square_plain_1","square_plain_2","",0,"2976LR57","medium",8,13,"square_plain_1"
"181",6,21,"combine","square_plain_1","square_dots_1","",0,"2976LR57","medium",1,5,"square_plain_1"
"182",6,22,"combine","square_plain_1","square_dots_1","",0,"2976LR57","medium",1,5,"square_plain_1"
"183",6,23,"combine","square_plain_1","square_plain_3","",0,"2976LR57","medium",8,12,"square_plain_1"
"184",6,24,"combine","square_plain_1","triangle_stripes_0","",0,"2976LR57","medium",2,8,"square_plain_1"
"185",6,25,"combine","square_plain_1","diamond_stripes_0","",0,"2976LR57","medium",5,5,"square_plain_1"
"186",6,26,"combine","diamond_checkered_0","diamond_stripes_0","",0,"2976LR57","medium",5,5,"diamond_checkered_0"
"187",6,27,"combine","triangle_plain_0","diamond_plain_0","",0,"2976LR57","medium",11,1,"triangle_plain_0"
"188",6,28,"combine","square_checkered_1","triangle_dots_0","",0,"2976LR57","medium",0,2,"square_checkered_1"
"189",6,29,"combine","square_checkered_1","diamond_stripes_0","",0,"2976LR57","medium",5,5,"square_checkered_1"
"190",6,30,"combine","square_checkered_1","circle_stripes_0","square_stripes_2",0,"2976LR57","medium",2,7,"square_stripes_2"
"191",6,31,"combine","square_stripes_2","square_plain_3","",0,"2976LR57","medium",8,12,"square_stripes_2"
"192",6,32,"combine","square_stripes_2","square_plain_2","",0,"2976LR57","medium",8,13,"square_stripes_2"
"193",6,33,"combine","square_stripes_2","diamond_dots_0","",0,"2976LR57","medium",9,13,"square_stripes_2"
"194",6,34,"combine","square_stripes_2","square_plain_1","",0,"2976LR57","medium",10,8,"square_stripes_2"
"195",6,35,"combine","square_stripes_2","triangle_plain_0","",0,"2976LR57","medium",11,2,"square_stripes_2"
"196",6,36,"combine","square_stripes_2","diamond_plain_0","",0,"2976LR57","medium",11,1,"square_stripes_2"
"197",6,37,"combine","square_stripes_2","diamond_stripes_0","",0,"2976LR57","medium",5,5,"square_stripes_2"
"198",6,38,"combine","square_plain_1","square_plain_3","",0,"2976LR57","medium",8,12,"square_plain_1"
"199",6,39,"combine","square_plain_1","diamond_checkered_0","",0,"2976LR57","medium",5,6,"square_plain_1"
"200",6,40,"combine","square_plain_1","triangle_plain_0","",0,"2976LR57","medium",11,2,"square_plain_1"
"201",7,1,"combine","circle_plain_0","square_stripes_0","",0,"LP2CZLA9","low",5,9,"circle_plain_0"
"202",7,2,"combine","circle_plain_0","diamond_stripes_0","",0,"LP2CZLA9","low",6,10,"circle_plain_0"
"203",7,3,"combine","circle_plain_0","diamond_plain_0","",0,"LP2CZLA9","low",8,13,"circle_plain_0"
"204",7,4,"combine","circle_plain_0","triangle_stripes_0","",0,"LP2CZLA9","low",14,13,"circle_plain_0"
"205",7,5,"combine","circle_plain_0","diamond_dots_0","",0,"LP2CZLA9","low",1,12,"circle_plain_0"
"206",7,6,"combine","circle_plain_0","square_checkered_0","",0,"LP2CZLA9","low",2,12,"circle_plain_0"
"207",7,7,"combine","circle_plain_0","circle_dots_0","",0,"LP2CZLA9","low",0,7,"circle_plain_0"
"208",7,8,"combine","circle_plain_0","diamond_checkered_0","",0,"LP2CZLA9","low",2,7,"circle_plain_0"
"209",7,9,"combine","circle_plain_0","circle_checkered_0","",0,"LP2CZLA9","low",14,6,"circle_plain_0"
"210",7,10,"combine","circle_plain_0","square_plain_0","circle_plain_1",0,"LP2CZLA9","low",5,4,"circle_plain_1"
"211",7,11,"combine","circle_plain_1","triangle_plain_0","",0,"LP2CZLA9","low",6,4,"circle_plain_1"
"212",7,12,"combine","circle_plain_1","square_dots_0","",0,"LP2CZLA9","low",3,0,"circle_plain_1"
"213",7,13,"combine","circle_plain_1","circle_plain_0","",0,"LP2CZLA9","low",10,4,"circle_plain_1"
"214",7,14,"combine","circle_plain_1","triangle_checkered_0","",0,"LP2CZLA9","low",10,7,"circle_plain_1"
"215",7,15,"combine","circle_plain_1","circle_checkered_0","",0,"LP2CZLA9","low",14,6,"circle_plain_1"
"216",7,16,"combine","circle_plain_1","circle_checkered_0","",0,"LP2CZLA9","low",14,6,"circle_plain_1"
"217",7,17,"combine","circle_plain_1","triangle_stripes_0","",0,"LP2CZLA9","low",14,13,"circle_plain_1"
"218",7,18,"combine","circle_plain_1","diamond_plain_0","",0,"LP2CZLA9","low",8,13,"circle_plain_1"
"219",7,19,"combine","circle_plain_1","circle_stripes_0","",0,"LP2CZLA9","low",1,13,"circle_plain_1"
"220",7,20,"combine","circle_plain_1","diamond_dots_0","",0,"LP2CZLA9","low",1,12,"circle_plain_1"
"221",7,21,"combine","circle_plain_1","square_checkered_0","",0,"LP2CZLA9","low",2,12,"circle_plain_1"
"222",7,22,"combine","circle_plain_1","square_checkered_0","",0,"LP2CZLA9","low",2,12,"circle_plain_1"
"223",7,23,"combine","circle_plain_1","diamond_checkered_0","",0,"LP2CZLA9","low",2,7,"circle_plain_1"
"224",7,24,"combine","circle_plain_1","circle_dots_0","",0,"LP2CZLA9","low",0,7,"circle_plain_1"
"225",7,25,"combine","circle_plain_1","square_plain_0","circle_plain_2",0,"LP2CZLA9","low",5,8,"circle_plain_2"
"226",7,26,"combine","circle_plain_2","square_stripes_0","",0,"LP2CZLA9","low",5,9,"circle_plain_2"
"227",7,27,"combine","circle_plain_2","diamond_stripes_0","",0,"LP2CZLA9","low",6,10,"circle_plain_2"
"228",7,28,"combine","circle_plain_2","triangle_dots_0","",0,"LP2CZLA9","low",7,7,"circle_plain_2"
"229",7,29,"combine","circle_plain_2","triangle_checkered_0","",0,"LP2CZLA9","low",10,7,"circle_plain_2"
"230",7,30,"combine","circle_plain_2","circle_checkered_0","",0,"LP2CZLA9","low",14,6,"circle_plain_2"
"231",7,31,"combine","circle_plain_2","triangle_stripes_0","",0,"LP2CZLA9","low",14,13,"circle_plain_2"
"232",7,32,"combine","circle_plain_2","diamond_plain_0","",0,"LP2CZLA9","low",8,13,"circle_plain_2"
"233",7,33,"combine","circle_plain_2","circle_stripes_0","",0,"LP2CZLA9","low",1,13,"circle_plain_2"
"234",7,34,"combine","circle_plain_2","diamond_dots_0","",0,"LP2CZLA9","low",1,12,"circle_plain_2"
"235",7,35,"combine","circle_plain_2","square_checkered_0","",0,"LP2CZLA9","low",2,12,"circle_plain_2"
"236",7,36,"combine","circle_plain_2","diamond_checkered_0","",0,"LP2CZLA9","low",2,7,"circle_plain_2"
"237",7,37,"combine","circle_plain_2","circle_dots_0","",0,"LP2CZLA9","low",0,7,"circle_plain_2"
"238",7,38,"combine","circle_plain_2","triangle_plain_0","",0,"LP2CZLA9","low",6,4,"circle_plain_2"
"239",7,39,"combine","circle_plain_2","circle_plain_0","",0,"LP2CZLA9","low",10,4,"circle_plain_2"
"240",7,40,"combine","circle_plain_2","square_dots_0","",0,"LP2CZLA9","low",3,0,"circle_plain_2"
"241",8,1,"combine","triangle_dots_0","square_stripes_0","",0,"3I7A5SA2","high",10,3,"triangle_dots_0"
"242",8,2,"combine","triangle_dots_0","circle_stripes_0","",0,"3I7A5SA2","high",11,2,"triangle_dots_0"
"243",8,3,"combine","triangle_dots_0","square_dots_0","",0,"3I7A5SA2","high",12,0,"triangle_dots_0"
"244",8,4,"combine","triangle_dots_0","diamond_plain_0","",0,"3I7A5SA2","high",7,0,"triangle_dots_0"
"245",8,5,"combine","triangle_dots_0","diamond_dots_0","",0,"3I7A5SA2","high",5,8,"triangle_dots_0"
"246",8,6,"combine","triangle_dots_0","circle_dots_0","",0,"3I7A5SA2","high",0,9,"triangle_dots_0"
"247",8,7,"combine","triangle_dots_0","triangle_checkered_0","triangle_checkered_1",0,"3I7A5SA2","high",1,14,"triangle_checkered_1"
