id,event_id,timestamp,action,x,y,actionsLeft,currentPoints,currentlyCarrying,token,assignment,version
5,event-22,2025-01-02T11:10:17.273Z,moveDown,11,6,20,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-23,2025-01-02T11:10:17.409Z,moveDown,11,7,20,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-24,2025-01-02T11:10:17.604Z,moveDown,11,8,20,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-25,2025-01-02T11:10:18.077Z,moveDown,11,9,20,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-26,2025-01-02T11:10:18.367Z,moveLeft,10,9,20,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-27,2025-01-02T11:10:19.010Z,combine,10,9,19,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-28,2025-01-02T11:10:20.196Z,moveUp,10,8,19,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-29,2025-01-02T11:10:20.450Z,combine,10,8,18,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-30,2025-01-02T11:10:20.767Z,moveLeft,9,8,18,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-31,2025-01-02T11:10:20.931Z,moveLeft,8,8,18,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-32,2025-01-02T11:10:21.099Z,moveLeft,7,8,18,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-33,2025-01-02T11:10:21.538Z,combine,7,8,17,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-34,2025-01-02T11:10:22.181Z,moveLeft,6,8,17,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-35,2025-01-02T11:10:22.359Z,moveLeft,5,8,17,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-36,2025-01-02T11:10:22.527Z,moveLeft,4,8,17,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-37,2025-01-02T11:10:22.715Z,moveLeft,3,8,17,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-38,2025-01-02T11:10:23.222Z,moveDown,3,9,17,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-39,2025-01-02T11:10:23.382Z,moveDown,3,10,17,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-40,2025-01-02T11:10:23.574Z,moveDown,3,11,17,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-41,2025-01-02T11:10:23.867Z,moveRight,4,11,17,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-42,2025-01-02T11:10:24.459Z,moveDown,4,12,17,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-43,2025-01-02T11:10:24.692Z,combine,4,12,16,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-44,2025-01-02T11:10:24.930Z,moveLeft,3,12,16,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-45,2025-01-02T11:10:25.119Z,moveUp,3,11,16,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-46,2025-01-02T11:10:25.356Z,moveLeft,2,11,16,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-47,2025-01-02T11:10:25.739Z,moveLeft,1,11,16,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-48,2025-01-02T11:10:26.703Z,combine,1,11,15,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-49,2025-01-02T11:10:27.248Z,moveUp,1,10,15,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-50,2025-01-02T11:10:27.546Z,moveUp,1,9,15,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-51,2025-01-02T11:10:28.164Z,combine,1,9,14,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-52,2025-01-02T11:10:28.374Z,moveUp,1,8,14,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-53,2025-01-02T11:10:28.536Z,moveUp,1,7,14,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-54,2025-01-02T11:10:28.749Z,moveUp,1,6,14,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-55,2025-01-02T11:10:28.992Z,moveLeft,0,6,14,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-56,2025-01-02T11:10:29.205Z,combine,0,6,13,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-57,2025-01-02T11:10:29.517Z,moveRight,1,6,13,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-58,2025-01-02T11:10:29.674Z,moveRight,2,6,13,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-59,2025-01-02T11:10:29.819Z,moveRight,3,6,13,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-60,2025-01-02T11:10:30.025Z,moveUp,3,5,13,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-61,2025-01-02T11:10:30.333Z,moveUp,3,4,13,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-62,2025-01-02T11:10:30.545Z,combine,3,4,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-63,2025-01-02T11:10:31.188Z,moveDown,3,5,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-64,2025-01-02T11:10:31.413Z,moveRight,4,5,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-65,2025-01-02T11:10:31.586Z,moveRight,5,5,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-66,2025-01-02T11:10:31.744Z,moveRight,6,5,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-67,2025-01-02T11:10:32.196Z,moveRight,7,5,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-68,2025-01-02T11:10:32.380Z,moveRight,8,5,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-69,2025-01-02T11:10:32.620Z,moveUp,8,4,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-70,2025-01-02T11:10:32.788Z,moveUp,8,3,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-71,2025-01-02T11:10:33.207Z,moveUp,8,2,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-72,2025-01-02T11:10:33.603Z,moveUp,8,1,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-73,2025-01-02T11:10:33.864Z,moveUp,8,0,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-74,2025-01-02T11:10:34.063Z,moveRight,9,0,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-75,2025-01-02T11:10:34.234Z,moveRight,10,0,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-76,2025-01-02T11:10:34.562Z,moveRight,11,0,12,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-77,2025-01-02T11:10:34.793Z,combine,11,0,11,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-78,2025-01-02T11:10:35.498Z,moveDown,11,1,11,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-79,2025-01-02T11:10:35.776Z,moveDown,11,2,11,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-80,2025-01-02T11:10:36.686Z,moveDown,11,3,11,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-81,2025-01-02T11:10:37.143Z,moveUp,11,2,11,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-82,2025-01-02T11:10:37.441Z,moveRight,12,2,11,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-83,2025-01-02T11:10:39.788Z,combine,12,2,10,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-84,2025-01-02T11:10:40.050Z,moveLeft,11,2,10,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-85,2025-01-02T11:10:40.247Z,moveLeft,10,2,10,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-86,2025-01-02T11:10:40.419Z,moveLeft,9,2,10,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-87,2025-01-02T11:10:40.685Z,moveLeft,8,2,10,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-88,2025-01-02T11:10:40.990Z,moveLeft,7,2,10,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-89,2025-01-02T11:10:41.137Z,combine,7,2,9,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-90,2025-01-02T11:10:42.032Z,moveDown,7,3,9,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-91,2025-01-02T11:10:42.204Z,moveDown,7,4,9,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-92,2025-01-02T11:10:42.399Z,moveDown,7,5,9,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-93,2025-01-02T11:10:42.575Z,moveDown,7,6,9,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-94,2025-01-02T11:10:42.772Z,moveDown,7,7,9,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-95,2025-01-02T11:10:43.101Z,moveDown,7,8,9,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-96,2025-01-02T11:10:43.444Z,combine,7,8,8,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-97,2025-01-02T11:10:44.011Z,moveLeft,6,8,8,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-98,2025-01-02T11:10:44.174Z,moveLeft,5,8,8,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-99,2025-01-02T11:10:44.346Z,moveLeft,4,8,8,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-100,2025-01-02T11:10:44.653Z,moveLeft,3,8,8,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-101,2025-01-02T11:10:44.841Z,combine,3,8,7,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-102,2025-01-02T11:10:46.531Z,moveDown,3,9,7,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-103,2025-01-02T11:10:46.843Z,moveDown,3,10,7,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-104,2025-01-02T11:10:47.028Z,moveDown,3,11,7,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-105,2025-01-02T11:10:47.927Z,moveDown,3,12,7,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-106,2025-01-02T11:10:48.282Z,moveRight,4,12,7,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-107,2025-01-02T11:10:48.533Z,combine,4,12,6,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-108,2025-01-02T11:10:48.781Z,moveRight,5,12,6,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-109,2025-01-02T11:10:48.954Z,moveRight,6,12,6,0,triangle_checkered_0,E25PKM94,medium,0.1
5,event-110,2025-01-02T11:10:49.358Z,consume,6,12,5,1,,E25PKM94,medium,0.1
5,event-111,2025-01-02T11:10:50.177Z,moveRight,7,12,5,1,,E25PKM94,medium,0.1
5,event-112,2025-01-02T11:10:50.363Z,moveRight,8,12,5,1,,E25PKM94,medium,0.1
5,event-113,2025-01-02T11:10:51.284Z,moveUp,8,11,5,1,,E25PKM94,medium,0.1
5,event-114,2025-01-02T11:10:51.728Z,moveRight,9,11,5,1,,E25PKM94,medium,0.1
5,event-115,2025-01-02T11:10:51.892Z,moveRight,10,11,5,1,,E25PKM94,medium,0.1
5,event-116,2025-01-02T11:10:52.085Z,moveRight,11,11,5,1,,E25PKM94,medium,0.1
5,event-117,2025-01-02T11:10:52.804Z,pickUp,11,11,5,1,triangle_stripes_0,E25PKM94,medium,0.1
5,event-118,2025-01-02T11:10:53.069Z,moveLeft,10,11,5,1,triangle_stripes_0,E25PKM94,medium,0.1
5,event-119,2025-01-02T11:10:53.238Z,moveLeft,9,11,5,1,triangle_stripes_0,E25PKM94,medium,0.1
5,event-120,2025-01-02T11:10:53.489Z,moveUp,9,10,5,1,triangle_stripes_0,E25PKM94,medium,0.1
5,event-121,2025-01-02T11:10:53.776Z,consume,9,10,4,2,,E25PKM94,medium,0.1
5,event-122,2025-01-02T11:10:54.501Z,moveUp,9,9,4,2,,E25PKM94,medium,0.1
5,event-123,2025-01-02T11:10:54.688Z,moveRight,10,9,4,2,,E25PKM94,medium,0.1
5,event-124,2025-01-02T11:10:55.008Z,pickUp,10,9,4,2,diamond_stripes_0,E25PKM94,medium,0.1
5,event-125,2025-01-02T11:10:55.283Z,moveUp,10,8,4,2,diamond_stripes_0,E25PKM94,medium,0.1
5,event-126,2025-01-02T11:10:55.423Z,moveUp,10,7,4,2,diamond_stripes_0,E25PKM94,medium,0.1
5,event-127,2025-01-02T11:10:55.624Z,consume,10,7,3,3,,E25PKM94,medium,0.1
5,event-128,2025-01-02T11:10:55.890Z,moveRight,11,7,3,3,,E25PKM94,medium,0.1
5,event-129,2025-01-02T11:10:56.041Z,moveRight,12,7,3,3,,E25PKM94,medium,0.1
5,event-130,2025-01-02T11:10:56.252Z,pickUp,12,7,3,3,diamond_checkered_0,E25PKM94,medium,0.1
5,event-131,2025-01-02T11:10:56.427Z,moveUp,12,6,3,3,diamond_checkered_0,E25PKM94,medium,0.1
5,event-132,2025-01-02T11:10:56.667Z,consume,12,6,2,4,,E25PKM94,medium,0.1
5,event-133,2025-01-02T11:10:57.047Z,moveLeft,11,6,2,4,,E25PKM94,medium,0.1
5,event-134,2025-01-02T11:10:57.170Z,moveLeft,10,6,2,4,,E25PKM94,medium,0.1
5,event-135,2025-01-02T11:10:57.418Z,moveLeft,9,6,2,4,,E25PKM94,medium,0.1
5,event-136,2025-01-02T11:10:57.587Z,moveLeft,8,6,2,4,,E25PKM94,medium,0.1
5,event-137,2025-01-02T11:10:57.842Z,moveDown,8,7,2,4,,E25PKM94,medium,0.1
5,event-138,2025-01-02T11:10:58.154Z,moveLeft,7,7,2,4,,E25PKM94,medium,0.1
5,event-139,2025-01-02T11:10:58.431Z,moveDown,7,8,2,4,,E25PKM94,medium,0.1
5,event-140,2025-01-02T11:10:58.618Z,pickUp,7,8,2,4,square_plain_0,E25PKM94,medium,0.1
5,event-141,2025-01-02T11:10:58.802Z,moveLeft,6,8,2,4,square_plain_0,E25PKM94,medium,0.1
5,event-142,2025-01-02T11:10:59.040Z,consume,6,8,1,5,,E25PKM94,medium,0.1
5,event-143,2025-01-02T11:10:59.641Z,moveLeft,5,8,1,5,,E25PKM94,medium,0.1
5,event-144,2025-01-02T11:10:59.791Z,moveLeft,4,8,1,5,,E25PKM94,medium,0.1
5,event-145,2025-01-02T11:10:59.965Z,moveLeft,3,8,1,5,,E25PKM94,medium,0.1
5,event-146,2025-01-02T11:11:00.184Z,pickUp,3,8,1,5,square_dots_0,E25PKM94,medium,0.1
5,event-147,2025-01-02T11:11:00.378Z,moveUp,3,7,1,5,square_dots_0,E25PKM94,medium,0.1
5,event-148,2025-01-02T11:11:00.563Z,moveUp,3,6,1,5,square_dots_0,E25PKM94,medium,0.1
5,event-149,2025-01-02T11:11:00.717Z,moveUp,3,5,1,5,square_dots_0,E25PKM94,medium,0.1
5,event-150,2025-01-02T11:11:00.855Z,consume,3,5,0,6,,E25PKM94,medium,0.1
6,event-1,2025-01-02T11:11:15.574Z,moveUp,7,6,20,0,,AG4TSAR3,easy,0.1
6,event-2,2025-01-02T11:11:16.339Z,moveUp,7,5,20,0,,AG4TSAR3,easy,0.1
6,event-3,2025-01-02T11:11:18.297Z,moveLeft,6,5,20,0,,AG4TSAR3,easy,0.1
6,event-4,2025-01-02T11:11:21.655Z,moveUp,6,4,20,0,,AG4TSAR3,easy,0.1
6,event-5,2025-01-02T11:11:22.514Z,moveDown,6,5,20,0,,AG4TSAR3,easy,0.1
6,event-6,2025-01-02T11:11:23.559Z,moveDown,6,6,20,0,,AG4TSAR3,easy,0.1
6,event-7,2025-01-02T11:11:24.209Z,moveUp,6,5,20,0,,AG4TSAR3,easy,0.1
6,event-8,2025-01-02T11:11:25.166Z,pickUp,6,5,20,0,square_checkered_0,AG4TSAR3,easy,0.1
6,event-9,2025-01-02T11:11:26.856Z,consume,6,5,19,1,,AG4TSAR3,easy,0.1
6,event-10,2025-01-02T11:11:28.221Z,moveUp,6,4,19,1,,AG4TSAR3,easy,0.1
6,event-11,2025-01-02T11:11:29.022Z,moveLeft,5,4,19,1,,AG4TSAR3,easy,0.1
6,event-12,2025-01-02T11:11:30.130Z,moveLeft,4,4,19,1,,AG4TSAR3,easy,0.1
6,event-13,2025-01-02T11:11:30.568Z,moveUp,4,3,19,1,,AG4TSAR3,easy,0.1
6,event-14,2025-01-02T11:11:31.381Z,pickUp,4,3,19,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-15,2025-01-02T11:11:32.493Z,moveDown,4,4,19,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-16,2025-01-02T11:11:34.243Z,moveUp,4,3,19,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-17,2025-01-02T11:11:34.672Z,moveUp,4,2,19,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-18,2025-01-02T11:11:35.449Z,combine,4,2,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-19,2025-01-02T11:11:37.330Z,moveLeft,3,2,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-20,2025-01-02T11:11:38.323Z,moveDown,3,3,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-21,2025-01-02T11:11:39.110Z,moveDown,3,4,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-22,2025-01-02T11:11:39.298Z,moveDown,3,5,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-23,2025-01-02T11:11:39.536Z,moveDown,3,6,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-24,2025-01-02T11:11:39.756Z,moveDown,3,7,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-25,2025-01-02T11:11:39.991Z,moveDown,3,8,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-26,2025-01-02T11:11:40.355Z,moveDown,3,9,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-27,2025-01-02T11:11:41.189Z,moveLeft,2,9,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-28,2025-01-02T11:11:41.735Z,moveLeft,1,9,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-29,2025-01-02T11:11:42.115Z,moveLeft,0,9,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-30,2025-01-02T11:11:42.575Z,moveUp,0,8,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-31,2025-01-02T11:11:42.730Z,moveUp,0,7,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-32,2025-01-02T11:11:42.983Z,moveUp,0,6,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-33,2025-01-02T11:11:43.188Z,moveUp,0,5,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-34,2025-01-02T11:11:43.365Z,moveUp,0,4,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-35,2025-01-02T11:11:43.565Z,moveUp,0,3,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-36,2025-01-02T11:11:43.958Z,moveUp,0,2,18,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-37,2025-01-02T11:11:44.335Z,combine,0,2,17,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-38,2025-01-02T11:11:45.373Z,combine,0,2,16,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-39,2025-01-02T11:11:45.608Z,combine,0,2,15,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-40,2025-01-02T11:11:45.624Z,combine,0,2,14,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-41,2025-01-02T11:11:45.644Z,combine,0,2,13,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-42,2025-01-02T11:11:45.662Z,combine,0,2,12,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-43,2025-01-02T11:11:45.682Z,combine,0,2,11,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-44,2025-01-02T11:11:45.741Z,combine,0,2,10,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-45,2025-01-02T11:11:45.757Z,combine,0,2,9,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-46,2025-01-02T11:11:45.774Z,combine,0,2,8,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-47,2025-01-02T11:11:45.794Z,combine,0,2,7,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-48,2025-01-02T11:11:45.811Z,combine,0,2,6,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-49,2025-01-02T11:11:45.831Z,combine,0,2,5,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-50,2025-01-02T11:11:45.848Z,combine,0,2,4,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-51,2025-01-02T11:11:45.917Z,combine,0,2,3,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-52,2025-01-02T11:11:45.925Z,combine,0,2,2,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-53,2025-01-02T11:11:45.944Z,combine,0,2,1,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-54,2025-01-02T11:11:46.835Z,moveDown,0,3,1,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-55,2025-01-02T11:11:47.766Z,moveDown,0,4,1,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-56,2025-01-02T11:11:48.460Z,moveDown,0,5,1,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-57,2025-01-02T11:11:49.032Z,moveUp,0,4,1,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-58,2025-01-02T11:11:49.625Z,moveDown,0,5,1,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-59,2025-01-02T11:11:50.536Z,moveRight,1,5,1,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-60,2025-01-02T11:11:50.799Z,moveRight,2,5,1,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-61,2025-01-02T11:11:50.989Z,moveRight,3,5,1,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-62,2025-01-02T11:11:51.318Z,moveUp,3,4,1,1,square_dots_0,AG4TSAR3,easy,0.1
6,event-63,2025-01-02T11:11:51.802Z,combine,3,4,0,1,square_stripes_1,AG4TSAR3,easy,0.1
6,event-64,2025-01-02T11:11:52.066Z,consume,3,4,-1,11,,AG4TSAR3,easy,0.1
7,event-1,2025-01-02T11:11:42.009Z,moveUp,7,6,20,0,,MT8K1ILW,hard,0.1
7,event-2,2025-01-02T11:11:42.457Z,moveUp,7,5,20,0,,MT8K1ILW,hard,0.1
7,event-3,2025-01-02T11:11:42.885Z,moveLeft,6,5,20,0,,MT8K1ILW,hard,0.1
7,event-4,2025-01-02T11:11:43.872Z,moveUp,6,4,20,0,,MT8K1ILW,hard,0.1
7,event-5,2025-01-02T11:11:45.688Z,pickUp,6,4,20,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-6,2025-01-02T11:11:46.700Z,moveRight,7,4,20,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-7,2025-01-02T11:11:47.323Z,moveUp,7,3,20,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-8,2025-01-02T11:11:47.653Z,moveRight,8,3,20,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-9,2025-01-02T11:11:50.301Z,combine,8,3,19,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-10,2025-01-02T11:11:51.683Z,moveLeft,7,3,19,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-11,2025-01-02T11:11:52.725Z,moveRight,8,3,19,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-12,2025-01-02T11:11:53.351Z,moveLeft,7,3,19,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-13,2025-01-02T11:11:54.295Z,moveUp,7,2,19,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-14,2025-01-02T11:11:55.959Z,moveUp,7,1,19,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-15,2025-01-02T11:11:56.272Z,moveLeft,6,1,19,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-16,2025-01-02T11:11:56.477Z,moveLeft,5,1,19,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-17,2025-01-02T11:11:57.100Z,moveLeft,4,1,19,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-18,2025-01-02T11:11:57.370Z,moveUp,4,0,19,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-19,2025-01-02T11:11:58.088Z,combine,4,0,18,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-20,2025-01-02T11:11:59.033Z,moveRight,5,0,18,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-21,2025-01-02T11:11:59.262Z,moveRight,6,0,18,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-22,2025-01-02T11:11:59.459Z,moveRight,7,0,18,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-23,2025-01-02T11:11:59.584Z,moveDown,7,1,18,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-24,2025-01-02T11:11:59.840Z,moveRight,8,1,18,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-25,2025-01-02T11:12:00.103Z,moveRight,9,1,18,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-26,2025-01-02T11:12:00.468Z,moveRight,10,1,18,0,diamond_plain_0,MT8K1ILW,hard,0.1
7,event-27,2025-01-02T11:12:00.629Z,combine,10,1,17,0,diamond_plain_0,MT8K1ILW,hard,0.1
