id,event_id,timestamp,action,x,y,actionsLeft,currentPoints,currentlyCarrying,token,assignment
9,34,2026-02-23T09:48:23.924Z,moveUp,2,0,37,0,circle_plain_0,7W9953DG,test
9,35,2026-02-23T09:48:24.436Z,combine,2,0,36,0,circle_plain_0,7W9953DG,test
9,36,2026-02-23T09:48:25.772Z,moveDown,2,1,36,0,circle_plain_0,7W9953DG,test
9,37,2026-02-23T09:48:26.278Z,moveDown,2,2,36,0,circle_plain_0,7W9953DG,test
9,38,2026-02-23T09:48:26.309Z,moveDown,2,3,36,0,circle_plain_0,7W9953DG,test
9,39,2026-02-23T09:48:26.341Z,moveDown,2,4,36,0,circle_plain_0,7W9953DG,test
9,40,2026-02-23T09:48:26.372Z,moveDown,2,5,36,0,circle_plain_0,7W9953DG,test
9,41,2026-02-23T09:48:26.418Z,moveDown,2,6,36,0,circle_plain_0,7W9953DG,test
9,42,2026-02-23T09:48:26.450Z,moveDown,2,7,36,0,circle_plain_0,7W9953DG,test
9,43,2026-02-23T09:48:26.480Z,moveDown,2,8,36,0,circle_plain_0,7W9953DG,test
9,44,2026-02-23T09:48:26.511Z,moveDown,2,9,36,0,circle_plain_0,7W9953DG,test
9,45,2026-02-23T09:48:26.543Z,moveDown,2,10,36,0,circle_plain_0,7W9953DG,test
9,46,2026-02-23T09:48:26.573Z,moveDown,2,11,36,0,circle_plain_0,7W9953DG,test
9,47,2026-02-23T09:48:26.980Z,moveDown,2,12,36,0,circle_plain_0,7W9953DG,test
9,48,2026-02-23T09:48:27.924Z,moveLeft,1,12,36,0,circle_plain_0,7W9953DG,test
9,49,2026-02-23T09:48:28.188Z,moveLeft,0,12,36,0,circle_plain_0,7W9953DG,test
9,50,2026-02-23T09:48:28.892Z,moveUp,0,11,36,0,circle_plain_0,7W9953DG,test
9,51,2026-02-23T09:48:30.220Z,moveDown,0,12,36,0,circle_plain_0,7W9953DG,test
9,52,2026-02-23T09:48:31.132Z,moveRight,1,12,36,0,circle_plain_0,7W9953DG,test
9,53,2026-02-23T09:48:31.363Z,moveRight,2,12,36,0,circle_plain_0,7W9953DG,test
9,54,2026-02-23T09:48:31.524Z,moveRight,3,12,36,0,circle_plain_0,7W9953DG,test
9,55,2026-02-23T09:48:31.740Z,moveRight,4,12,36,0,circle_plain_0,7W9953DG,test
9,56,2026-02-23T09:48:31.956Z,moveRight,5,12,36,0,circle_plain_0,7W9953DG,test
9,57,2026-02-23T09:48:32.644Z,moveRight,6,12,36,0,circle_plain_0,7W9953DG,test
9,58,2026-02-23T09:48:32.860Z,moveRight,7,12,36,0,circle_plain_0,7W9953DG,test
9,59,2026-02-23T09:48:33.276Z,combine,7,12,35,0,circle_plain_0,7W9953DG,test
9,60,2026-02-23T09:48:36.092Z,moveRight,8,12,35,0,circle_plain_0,7W9953DG,test
9,61,2026-02-23T09:48:37.540Z,combine,8,12,34,0,circle_plain_0,7W9953DG,test
9,62,2026-02-23T09:48:39.524Z,moveRight,9,12,34,0,circle_plain_0,7W9953DG,test
9,63,2026-02-23T09:48:39.916Z,moveLeft,8,12,34,0,circle_plain_0,7W9953DG,test
9,64,2026-02-23T09:48:40.132Z,moveLeft,7,12,34,0,circle_plain_0,7W9953DG,test
9,65,2026-02-23T09:48:40.404Z,combine,7,12,33,0,circle_plain_0,7W9953DG,test
9,66,2026-02-23T09:48:40.740Z,moveLeft,6,12,33,0,circle_plain_0,7W9953DG,test
9,67,2026-02-23T09:48:40.948Z,moveLeft,5,12,33,0,circle_plain_0,7W9953DG,test
9,68,2026-02-23T09:48:41.188Z,combine,5,12,32,0,circle_plain_0,7W9953DG,test
9,69,2026-02-23T09:48:42.148Z,moveRight,6,12,32,0,circle_plain_0,7W9953DG,test
9,70,2026-02-23T09:48:42.388Z,moveRight,7,12,32,0,circle_plain_0,7W9953DG,test
9,71,2026-02-23T09:48:42.628Z,moveRight,8,12,32,0,circle_plain_0,7W9953DG,test
9,72,2026-02-23T09:48:42.908Z,moveRight,9,12,32,0,circle_plain_0,7W9953DG,test
9,73,2026-02-23T09:48:43.204Z,moveUp,9,11,32,0,circle_plain_0,7W9953DG,test
9,74,2026-02-23T09:48:43.596Z,moveUp,9,10,32,0,circle_plain_0,7W9953DG,test
9,75,2026-02-23T09:48:43.788Z,moveUp,9,9,32,0,circle_plain_0,7W9953DG,test
9,76,2026-02-23T09:48:44.180Z,moveRight,10,9,32,0,circle_plain_0,7W9953DG,test
9,77,2026-02-23T09:48:44.388Z,moveRight,11,9,32,0,circle_plain_0,7W9953DG,test
9,78,2026-02-23T09:48:44.564Z,moveRight,12,9,32,0,circle_plain_0,7W9953DG,test
9,79,2026-02-23T09:48:44.747Z,moveRight,13,9,32,0,circle_plain_0,7W9953DG,test
9,80,2026-02-23T09:48:45.468Z,moveDown,13,10,32,0,circle_plain_0,7W9953DG,test
9,81,2026-02-23T09:48:45.788Z,moveRight,14,10,32,0,circle_plain_0,7W9953DG,test
9,82,2026-02-23T09:48:46.421Z,combine,14,10,31,0,circle_dots_1,7W9953DG,test
9,83,2026-02-23T09:48:48.812Z,moveUp,14,9,31,0,circle_dots_1,7W9953DG,test
9,84,2026-02-23T09:48:49.260Z,moveUp,14,8,31,0,circle_dots_1,7W9953DG,test
9,85,2026-02-23T09:48:49.468Z,moveUp,14,7,31,0,circle_dots_1,7W9953DG,test
9,86,2026-02-23T09:48:49.820Z,moveUp,14,6,31,0,circle_dots_1,7W9953DG,test
9,87,2026-02-23T09:48:50.260Z,combine,14,6,30,0,circle_dots_1,7W9953DG,test
9,88,2026-02-23T09:48:51.572Z,combine,14,6,29,0,circle_dots_1,7W9953DG,test
9,89,2026-02-23T09:48:52.028Z,moveDown,14,7,29,0,circle_dots_1,7W9953DG,test
9,90,2026-02-23T09:48:52.316Z,combine,14,7,28,0,circle_dots_1,7W9953DG,test
9,91,2026-02-23T09:48:52.892Z,moveDown,14,8,28,0,circle_dots_1,7W9953DG,test
9,92,2026-02-23T09:48:53.108Z,moveDown,14,9,28,0,circle_dots_1,7W9953DG,test
9,93,2026-02-23T09:48:53.308Z,moveDown,14,10,28,0,circle_dots_1,7W9953DG,test
9,94,2026-02-23T09:48:53.476Z,moveDown,14,11,28,0,circle_dots_1,7W9953DG,test
9,95,2026-02-23T09:48:53.643Z,moveDown,14,12,28,0,circle_dots_1,7W9953DG,test
9,96,2026-02-23T09:48:54.092Z,moveLeft,13,12,28,0,circle_dots_1,7W9953DG,test
9,97,2026-02-23T09:48:54.316Z,moveLeft,12,12,28,0,circle_dots_1,7W9953DG,test
9,98,2026-02-23T09:48:54.523Z,moveLeft,11,12,28,0,circle_dots_1,7W9953DG,test
9,99,2026-02-23T09:48:54.716Z,moveLeft,10,12,28,0,circle_dots_1,7W9953DG,test
9,100,2026-02-23T09:48:54.932Z,moveLeft,9,12,28,0,circle_dots_1,7W9953DG,test
9,101,2026-02-23T09:48:55.148Z,moveLeft,8,12,28,0,circle_dots_1,7W9953DG,test
9,102,2026-02-23T09:48:55.604Z,combine,8,12,27,0,circle_dots_1,7W9953DG,test
9,103,2026-02-23T09:48:56.196Z,moveUp,8,11,27,0,circle_dots_1,7W9953DG,test
9,104,2026-02-23T09:48:56.460Z,moveUp,8,10,27,0,circle_dots_1,7W9953DG,test
9,105,2026-02-23T09:48:56.747Z,moveRight,9,10,27,0,circle_dots_1,7W9953DG,test
9,106,2026-02-23T09:48:57.253Z,moveRight,10,10,27,0,circle_dots_1,7W9953DG,test
9,107,2026-02-23T09:48:57.339Z,moveRight,11,10,27,0,circle_dots_1,7W9953DG,test
9,108,2026-02-23T09:48:57.820Z,moveRight,12,10,27,0,circle_dots_1,7W9953DG,test
9,109,2026-02-23T09:48:58.091Z,moveUp,12,9,27,0,circle_dots_1,7W9953DG,test
9,110,2026-02-23T09:48:58.332Z,moveUp,12,8,27,0,circle_dots_1,7W9953DG,test
9,111,2026-02-23T09:48:58.540Z,moveUp,12,7,27,0,circle_dots_1,7W9953DG,test
9,112,2026-02-23T09:48:58.740Z,moveUp,12,6,27,0,circle_dots_1,7W9953DG,test
9,113,2026-02-23T09:48:59.012Z,moveRight,13,6,27,0,circle_dots_1,7W9953DG,test
9,114,2026-02-23T09:48:59.204Z,moveRight,14,6,27,0,circle_dots_1,7W9953DG,test
9,115,2026-02-23T09:48:59.468Z,combine,14,6,26,0,circle_dots_1,7W9953DG,test
9,116,2026-02-23T09:49:00.340Z,moveUp,14,5,26,0,circle_dots_1,7W9953DG,test
9,117,2026-02-23T09:49:00.547Z,moveUp,14,4,26,0,circle_dots_1,7W9953DG,test
9,118,2026-02-23T09:49:00.979Z,moveUp,14,3,26,0,circle_dots_1,7W9953DG,test
9,119,2026-02-23T09:49:01.299Z,moveUp,14,2,26,0,circle_dots_1,7W9953DG,test
9,120,2026-02-23T09:49:01.532Z,moveLeft,13,2,26,0,circle_dots_1,7W9953DG,test
9,121,2026-02-23T09:49:01.796Z,moveLeft,12,2,26,0,circle_dots_1,7W9953DG,test
9,122,2026-02-23T09:49:02.012Z,moveLeft,11,2,26,0,circle_dots_1,7W9953DG,test
9,123,2026-02-23T09:49:02.508Z,moveLeft,10,2,26,0,circle_dots_1,7W9953DG,test
9,124,2026-02-23T09:49:02.788Z,moveLeft,9,2,26,0,circle_dots_1,7W9953DG,test
9,125,2026-02-23T09:49:03.012Z,moveLeft,8,2,26,0,circle_dots_1,7W9953DG,test
9,126,2026-02-23T09:49:03.348Z,consume,8,2,25,10,,7W9953DG,test
9,127,2026-02-23T09:49:04.116Z,moveLeft,7,2,25,10,,7W9953DG,test
9,128,2026-02-23T09:49:06.691Z,moveLeft,6,2,25,10,,7W9953DG,test
9,129,2026-02-23T09:49:07.116Z,moveLeft,5,2,25,10,,7W9953DG,test
9,130,2026-02-23T09:49:08.236Z,moveRight,6,2,25,10,,7W9953DG,test
9,131,2026-02-23T09:49:08.508Z,pickUp,6,2,25,10,triangle_plain_0,7W9953DG,test
9,132,2026-02-23T09:49:09.428Z,moveDown,6,3,25,10,triangle_plain_0,7W9953DG,test
9,133,2026-02-23T09:49:09.651Z,moveDown,6,4,25,10,triangle_plain_0,7W9953DG,test
9,134,2026-02-23T09:49:09.836Z,moveDown,6,5,25,10,triangle_plain_0,7W9953DG,test
9,135,2026-02-23T09:49:10.236Z,consume,6,5,24,11,,7W9953DG,test
9,136,2026-02-23T09:49:10.771Z,moveLeft,5,5,24,11,,7W9953DG,test
9,137,2026-02-23T09:49:10.955Z,moveLeft,4,5,24,11,,7W9953DG,test
9,138,2026-02-23T09:49:11.163Z,moveUp,4,4,24,11,,7W9953DG,test
9,139,2026-02-23T09:49:11.379Z,moveUp,4,3,24,11,,7W9953DG,test
9,140,2026-02-23T09:49:11.572Z,moveUp,4,2,24,11,,7W9953DG,test
9,141,2026-02-23T09:49:11.844Z,moveUp,4,1,24,11,,7W9953DG,test
9,142,2026-02-23T09:49:12.060Z,moveUp,4,0,24,11,,7W9953DG,test
9,143,2026-02-23T09:49:12.364Z,moveRight,5,0,24,11,,7W9953DG,test
9,144,2026-02-23T09:49:12.628Z,pickUp,5,0,24,11,triangle_dots_0,7W9953DG,test
9,145,2026-02-23T09:49:13.132Z,moveDown,5,1,24,11,triangle_dots_0,7W9953DG,test
9,146,2026-02-23T09:49:13.500Z,combine,5,1,23,11,triangle_dots_0,7W9953DG,test
9,147,2026-02-23T09:49:13.995Z,moveLeft,4,1,23,11,triangle_dots_0,7W9953DG,test
9,148,2026-02-23T09:49:14.211Z,moveLeft,3,1,23,11,triangle_dots_0,7W9953DG,test
9,149,2026-02-23T09:49:14.420Z,moveLeft,2,1,23,11,triangle_dots_0,7W9953DG,test
9,150,2026-02-23T09:49:14.788Z,moveUp,2,0,23,11,triangle_dots_0,7W9953DG,test
9,151,2026-02-23T09:49:15.060Z,combine,2,0,22,11,triangle_dots_0,7W9953DG,test
9,152,2026-02-23T09:49:15.484Z,moveDown,2,1,22,11,triangle_dots_0,7W9953DG,test
9,153,2026-02-23T09:49:15.716Z,moveDown,2,2,22,11,triangle_dots_0,7W9953DG,test
9,154,2026-02-23T09:49:16.020Z,moveLeft,1,2,22,11,triangle_dots_0,7W9953DG,test
9,155,2026-02-23T09:49:16.372Z,consume,1,2,21,12,,7W9953DG,test
9,156,2026-02-23T09:49:17.236Z,moveRight,2,2,21,12,,7W9953DG,test
9,157,2026-02-23T09:49:17.427Z,moveRight,3,2,21,12,,7W9953DG,test
9,158,2026-02-23T09:49:17.644Z,moveRight,4,2,21,12,,7W9953DG,test
9,159,2026-02-23T09:49:17.948Z,moveRight,5,2,21,12,,7W9953DG,test
9,160,2026-02-23T09:49:18.196Z,moveRight,6,2,21,12,,7W9953DG,test
9,161,2026-02-23T09:49:18.388Z,moveRight,7,2,21,12,,7W9953DG,test
9,162,2026-02-23T09:49:18.636Z,moveUp,7,1,21,12,,7W9953DG,test
9,163,2026-02-23T09:49:18.908Z,pickUp,7,1,21,12,circle_plain_0,7W9953DG,test
9,164,2026-02-23T09:49:19.340Z,moveDown,7,2,21,12,circle_plain_0,7W9953DG,test
9,165,2026-02-23T09:49:19.564Z,moveDown,7,3,21,12,circle_plain_0,7W9953DG,test
9,166,2026-02-23T09:49:19.772Z,moveDown,7,4,21,12,circle_plain_0,7W9953DG,test
9,167,2026-02-23T09:49:20.003Z,moveDown,7,5,21,12,circle_plain_0,7W9953DG,test
9,168,2026-02-23T09:49:20.236Z,moveDown,7,6,21,12,circle_plain_0,7W9953DG,test
9,169,2026-02-23T09:49:20.532Z,moveRight,8,6,21,12,circle_plain_0,7W9953DG,test
9,170,2026-02-23T09:49:20.804Z,consume,8,6,20,13,,7W9953DG,test
9,171,2026-02-23T09:49:21.196Z,moveRight,9,6,20,13,,7W9953DG,test
9,172,2026-02-23T09:49:21.540Z,pickUp,9,6,20,13,circle_checkered_0,7W9953DG,test
9,173,2026-02-23T09:49:22.156Z,moveDown,9,7,20,13,circle_checkered_0,7W9953DG,test
9,174,2026-02-23T09:49:22.604Z,moveRight,10,7,20,13,circle_checkered_0,7W9953DG,test
9,175,2026-02-23T09:49:23.019Z,moveDown,10,8,20,13,circle_checkered_0,7W9953DG,test
9,176,2026-02-23T09:49:23.308Z,combine,10,8,19,13,circle_checkered_0,7W9953DG,test
9,177,2026-02-23T09:49:23.972Z,moveRight,11,8,19,13,circle_checkered_0,7W9953DG,test
9,178,2026-02-23T09:49:24.172Z,moveRight,12,8,19,13,circle_checkered_0,7W9953DG,test
9,179,2026-02-23T09:49:24.372Z,moveRight,13,8,19,13,circle_checkered_0,7W9953DG,test
9,180,2026-02-23T09:49:24.555Z,moveRight,14,8,19,13,circle_checkered_0,7W9953DG,test
9,181,2026-02-23T09:49:24.892Z,moveUp,14,7,19,13,circle_checkered_0,7W9953DG,test
9,182,2026-02-23T09:49:25.197Z,combine,14,7,18,13,circle_stripes_1,7W9953DG,test
9,183,2026-02-23T09:49:25.620Z,moveDown,14,8,18,13,circle_stripes_1,7W9953DG,test
9,184,2026-02-23T09:49:26.109Z,consume,14,8,17,23,,7W9953DG,test
9,185,2026-02-23T09:49:26.420Z,moveUp,14,7,17,23,,7W9953DG,test
9,186,2026-02-23T09:49:26.635Z,moveUp,14,6,17,23,,7W9953DG,test
9,187,2026-02-23T09:49:26.940Z,pickUp,14,6,17,23,diamond_dots_0,7W9953DG,test
9,188,2026-02-23T09:49:27.372Z,moveLeft,13,6,17,23,diamond_dots_0,7W9953DG,test
9,189,2026-02-23T09:49:27.555Z,moveLeft,12,6,17,23,diamond_dots_0,7W9953DG,test
9,190,2026-02-23T09:49:27.740Z,moveLeft,11,6,17,23,diamond_dots_0,7W9953DG,test
9,191,2026-02-23T09:49:27.891Z,moveLeft,10,6,17,23,diamond_dots_0,7W9953DG,test
9,192,2026-02-23T09:49:28.125Z,consume,10,6,16,24,,7W9953DG,test
9,193,2026-02-23T09:49:28.412Z,moveDown,10,7,16,24,,7W9953DG,test
9,194,2026-02-23T09:49:28.635Z,moveDown,10,8,16,24,,7W9953DG,test
9,195,2026-02-23T09:49:28.852Z,pickUp,10,8,16,24,square_checkered_0,7W9953DG,test
9,196,2026-02-23T09:49:29.300Z,moveDown,10,9,16,24,square_checkered_0,7W9953DG,test
9,197,2026-02-23T09:49:29.491Z,moveDown,10,10,16,24,square_checkered_0,7W9953DG,test
9,198,2026-02-23T09:49:29.700Z,moveDown,10,11,16,24,square_checkered_0,7W9953DG,test
9,199,2026-02-23T09:49:29.924Z,moveLeft,9,11,16,24,square_checkered_0,7W9953DG,test
9,200,2026-02-23T09:49:30.124Z,moveLeft,8,11,16,24,square_checkered_0,7W9953DG,test
9,201,2026-02-23T09:49:30.324Z,moveLeft,7,11,16,24,square_checkered_0,7W9953DG,test
9,202,2026-02-23T09:49:30.715Z,moveDown,7,12,16,24,square_checkered_0,7W9953DG,test
9,203,2026-02-23T09:49:30.965Z,combine,7,12,15,24,square_stripes_1,7W9953DG,test
9,204,2026-02-23T09:49:31.612Z,moveRight,8,12,15,24,square_stripes_1,7W9953DG,test
9,205,2026-02-23T09:49:31.972Z,moveDown,8,13,15,24,square_stripes_1,7W9953DG,test
9,206,2026-02-23T09:49:32.564Z,consume,8,13,14,34,,7W9953DG,test
9,207,2026-02-23T09:49:32.859Z,moveDown,8,14,14,34,,7W9953DG,test
9,208,2026-02-23T09:49:33.067Z,moveRight,9,14,14,34,,7W9953DG,test
9,209,2026-02-23T09:49:33.228Z,moveRight,10,14,14,34,,7W9953DG,test
9,210,2026-02-23T09:49:33.452Z,moveRight,11,14,14,34,,7W9953DG,test
9,211,2026-02-23T09:49:33.620Z,moveRight,12,14,14,34,,7W9953DG,test
9,212,2026-02-23T09:49:33.796Z,moveRight,13,14,14,34,,7W9953DG,test
9,213,2026-02-23T09:49:34.108Z,pickUp,13,14,14,34,triangle_checkered_0,7W9953DG,test
9,214,2026-02-23T09:49:34.427Z,moveUp,13,13,14,34,triangle_checkered_0,7W9953DG,test
9,215,2026-02-23T09:49:34.628Z,moveUp,13,12,14,34,triangle_checkered_0,7W9953DG,test
9,216,2026-02-23T09:49:34.820Z,moveUp,13,11,14,34,triangle_checkered_0,7W9953DG,test
9,217,2026-02-23T09:49:35.012Z,moveUp,13,10,14,34,triangle_checkered_0,7W9953DG,test
9,218,2026-02-23T09:49:35.180Z,moveUp,13,9,14,34,triangle_checkered_0,7W9953DG,test
9,219,2026-02-23T09:49:35.348Z,moveUp,13,8,14,34,triangle_checkered_0,7W9953DG,test
9,220,2026-02-23T09:49:35.588Z,moveUp,13,7,14,34,triangle_checkered_0,7W9953DG,test
9,221,2026-02-23T09:49:36.052Z,moveUp,13,6,14,34,triangle_checkered_0,7W9953DG,test
9,222,2026-02-23T09:49:36.492Z,moveUp,13,5,14,34,triangle_checkered_0,7W9953DG,test
9,223,2026-02-23T09:49:36.900Z,moveRight,14,5,14,34,triangle_checkered_0,7W9953DG,test
9,224,2026-02-23T09:49:37.316Z,moveUp,14,4,14,34,triangle_checkered_0,7W9953DG,test
9,225,2026-02-23T09:49:37.508Z,moveUp,14,3,14,34,triangle_checkered_0,7W9953DG,test
9,226,2026-02-23T09:49:37.764Z,combine,14,3,13,34,triangle_stripes_1,7W9953DG,test
9,227,2026-02-23T09:49:37.995Z,moveUp,14,2,13,34,triangle_stripes_1,7W9953DG,test
9,228,2026-02-23T09:49:38.219Z,moveUp,14,1,13,34,triangle_stripes_1,7W9953DG,test
9,229,2026-02-23T09:49:38.404Z,moveUp,14,0,13,34,triangle_stripes_1,7W9953DG,test
9,230,2026-02-23T09:49:38.660Z,moveLeft,13,0,13,34,triangle_stripes_1,7W9953DG,test
9,231,2026-02-23T09:49:38.964Z,combine,13,0,12,34,triangle_stripes_1,7W9953DG,test
9,232,2026-02-23T09:49:40.220Z,combine,13,0,11,34,triangle_stripes_1,7W9953DG,test
9,233,2026-02-23T09:49:40.787Z,moveLeft,12,0,11,34,triangle_stripes_1,7W9953DG,test
9,234,2026-02-23T09:49:41.173Z,consume,12,0,10,44,,7W9953DG,test
9,235,2026-02-23T09:49:41.779Z,moveDown,12,1,10,44,,7W9953DG,test
9,236,2026-02-23T09:49:41.979Z,moveDown,12,2,10,44,,7W9953DG,test
9,237,2026-02-23T09:49:42.460Z,moveLeft,11,2,10,44,,7W9953DG,test
9,238,2026-02-23T09:49:42.652Z,moveLeft,10,2,10,44,,7W9953DG,test
9,239,2026-02-23T09:49:42.844Z,moveLeft,9,2,10,44,,7W9953DG,test
9,240,2026-02-23T09:49:43.020Z,moveLeft,8,2,10,44,,7W9953DG,test
9,241,2026-02-23T09:49:43.196Z,moveLeft,7,2,10,44,,7W9953DG,test
9,242,2026-02-23T09:49:43.371Z,moveLeft,6,2,10,44,,7W9953DG,test
9,243,2026-02-23T09:49:43.564Z,moveLeft,5,2,10,44,,7W9953DG,test
9,244,2026-02-23T09:49:43.724Z,moveLeft,4,2,10,44,,7W9953DG,test
9,245,2026-02-23T09:49:43.963Z,moveDown,4,3,10,44,,7W9953DG,test
9,246,2026-02-23T09:49:44.196Z,moveDown,4,4,10,44,,7W9953DG,test
9,247,2026-02-23T09:49:44.371Z,moveDown,4,5,10,44,,7W9953DG,test
9,248,2026-02-23T09:49:44.881Z,moveDown,4,6,10,44,,7W9953DG,test
9,249,2026-02-23T09:49:44.912Z,moveDown,4,7,10,44,,7W9953DG,test
9,250,2026-02-23T09:49:44.942Z,moveDown,4,8,10,44,,7W9953DG,test
9,251,2026-02-23T09:49:44.973Z,moveDown,4,9,10,44,,7W9953DG,test
9,252,2026-02-23T09:49:45.004Z,moveDown,4,10,10,44,,7W9953DG,test
9,253,2026-02-23T09:49:45.050Z,moveDown,4,11,10,44,,7W9953DG,test
9,254,2026-02-23T09:49:45.081Z,moveDown,4,12,10,44,,7W9953DG,test
9,255,2026-02-23T09:49:45.113Z,moveDown,4,13,10,44,,7W9953DG,test
9,256,2026-02-23T09:49:45.146Z,moveDown,4,14,10,44,,7W9953DG,test
9,257,2026-02-23T09:49:45.532Z,moveLeft,3,14,10,44,,7W9953DG,test
9,258,2026-02-23T09:49:45.716Z,moveLeft,2,14,10,44,,7W9953DG,test
9,259,2026-02-23T09:49:45.899Z,moveLeft,1,14,10,44,,7W9953DG,test
9,260,2026-02-23T09:49:46.084Z,moveLeft,0,14,10,44,,7W9953DG,test
9,261,2026-02-23T09:49:46.340Z,moveUp,0,13,10,44,,7W9953DG,test
9,262,2026-02-23T09:49:46.540Z,moveUp,0,12,10,44,,7W9953DG,test
9,263,2026-02-23T09:49:46.828Z,pickUp,0,12,10,44,diamond_stripes_0,7W9953DG,test
9,264,2026-02-23T09:49:47.348Z,moveRight,1,12,10,44,diamond_stripes_0,7W9953DG,test
9,265,2026-02-23T09:49:47.556Z,moveRight,2,12,10,44,diamond_stripes_0,7W9953DG,test
9,266,2026-02-23T09:49:47.747Z,moveRight,3,12,10,44,diamond_stripes_0,7W9953DG,test
9,267,2026-02-23T09:49:47.909Z,consume,3,12,9,45,,7W9953DG,test
9,268,2026-02-23T09:49:48.444Z,moveUp,3,11,9,45,,7W9953DG,test
9,269,2026-02-23T09:49:49.099Z,moveRight,4,11,9,45,,7W9953DG,test
9,270,2026-02-23T09:49:49.292Z,moveRight,5,11,9,45,,7W9953DG,test
9,271,2026-02-23T09:49:49.636Z,moveDown,5,12,9,45,,7W9953DG,test
9,272,2026-02-23T09:49:49.876Z,pickUp,5,12,9,45,diamond_plain_0,7W9953DG,test
9,273,2026-02-23T09:49:50.380Z,moveLeft,4,12,9,45,diamond_plain_0,7W9953DG,test
9,274,2026-02-23T09:49:50.596Z,moveLeft,3,12,9,45,diamond_plain_0,7W9953DG,test
9,275,2026-02-23T09:49:50.764Z,moveLeft,2,12,9,45,diamond_plain_0,7W9953DG,test
9,276,2026-02-23T09:49:50.972Z,moveUp,2,11,9,45,diamond_plain_0,7W9953DG,test
9,277,2026-02-23T09:49:51.172Z,moveUp,2,10,9,45,diamond_plain_0,7W9953DG,test
9,278,2026-02-23T09:49:51.404Z,moveLeft,1,10,9,45,diamond_plain_0,7W9953DG,test
9,279,2026-02-23T09:49:51.612Z,moveLeft,0,10,9,45,diamond_plain_0,7W9953DG,test
9,280,2026-02-23T09:49:52.084Z,moveDown,0,11,9,45,diamond_plain_0,7W9953DG,test
9,281,2026-02-23T09:49:53.452Z,moveRight,1,11,9,45,diamond_plain_0,7W9953DG,test
9,282,2026-02-23T09:49:54.268Z,moveLeft,0,11,9,45,diamond_plain_0,7W9953DG,test
